normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
haribo,haribo,Manual review / complex ownership,manual_review,snacks,DACH|FRANCE|SOUTHERN_EUROPE,,Austria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Orsetti D'Oro | Haribo Penguins,Haribo | Haribo,append_candidate,,
haribo,haribo,Manual review / complex ownership,manual_review,snacks,FRANCE|BENELUX,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,haribo crazy mix | Haribo aardei ringen,Haribo | Haribo,append_candidate,,
haribo,haribo,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|SOUTHERN_EUROPE,,Bulgaria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Goldbären | Haribo Happy Cola,Haribo | HARIBO,append_candidate,,
haribo,haribo,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lakritz Schnecken,"Haribo | Haribo, MAOAM",append_candidate,,
haribo,haribo,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|SOUTHERN_EUROPE|BENELUX,,Czech Republic,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kiss-Cola (confiserie gélifiée goût cola) | Balla stixx,Haribo | Haribo,append_candidate,,
haribo,haribo,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Fizzy Fruit Flavour and Sweet Foam | Giant Strawbs Bag,Haribo | Haribo,append_candidate,,
haribo,haribo,Manual review / complex ownership,manual_review,snacks,UK_IE,,Ireland,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Haribo Tangfastics | Twin snakes,Haribo | Haribo,append_candidate,,
harris teeter,harris teeter,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Apple cider, apple | Almondmilk","Organics, Harris Teeter | Organics, Harris Teeter",append_candidate,,
harris teeter organics,harris teeter organics,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Gala apple juice, gala apple | Cashewmilk",Harris Teeter Organics | Harris Teeter Organics,append_candidate,,
harris teeter organics,harris teeter organics,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Salted butter, salted | Lightly Salted Butter",Harris Teeter Organics | Harris Teeter Organics,append_candidate,,
heinz,heinz,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Peach iced tea | Liquid water enhancer,Heinz | Heinz,append_candidate,,
heinz,heinz,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kraft triple cheddar | Wisconsin extra sharp yellow cheddar,"Heinz, Kraft | Heinz",append_candidate,,
heinz,heinz,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lay's super chips kenz tomato ketchup | Chips Lay's heinz tomato ketchup,Heinz | Heinz,append_candidate,,
heinz,heinz,Manual review / complex ownership,manual_review,snacks,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"K gentle crush, softens quickly Heinz SO YUMMY 7+ | Mango and apricot biscotti",Heinz | Heinz,append_candidate,,
heinz,heinz,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Heinz, Mustard & Pretzels Dippers | Mini Marshmallows",Heinz | Heinz,append_candidate,,
hema,hema,Manual review / complex ownership,manual_review,beverages,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Coffee capsules lungo ultimo strength 6 | Coffee capsules lungo ultimo,hema | Hema,append_candidate,,
hema,hema,Manual review / complex ownership,manual_review,beverages,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Café lungo capsules | Get started, organic infusion",Hema | Hema,append_candidate,,
hema,hema,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Bonbon | Kersenstokes,Hema | Hema,append_candidate,,
hershey's,hershey's,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Milk Chocolate Hot Cocoa Mix | Milk booster syrup,Hershey's | Hershey's,append_candidate,,
hershey's,hershey's,Manual review / complex ownership,manual_review,dairies,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Hershey Giant Milk Chocolate | Brik toons,hershey's | Hershey's,append_candidate,,
hershey's,hershey's,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Strawberry milk 2% | Cookies 'n' creme milk shake,Hershey's | Hershey's,append_candidate,,
hershey's,hershey's,Manual review / complex ownership,manual_review,snacks,FRANCE,,Bolivia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Hershey's Kisses with Almonds | Cookies 'n' Creme XL,"Hershey's, Kisses | Hershey's",append_candidate,,
hershey's,hershey's,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Hershey's Kisses Cookies'n'creme | Pelon Pelo Rico,hershey's | Hershey's,append_candidate,,
hershey's,hershey's,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,Bolivia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kisses Milk Chocolate | Special Dark,"Hershey's, Kisses | Hershey's",append_candidate,,
honey bunches of oats,honey bunches of oats,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Cereal,"Post, Honey Bunches Of Oats, Post Foods Llc | With real strawberries, Honey Bunches Of Oats, Post Foods Llc",append_candidate,,
honey bunches of oats,honey bunches of oats,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Honey bunches of oats, cereal, chocolate | Honey bunches of oats, breakfast biscuits, chocolate chip","Honey Bunches Of Oats, Post Consumer Brands Llc | Honey Bunches Of Oats",append_candidate,,
hu,hu,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,SALTY DARK CHOCOLATE | Hazelnut Butter Dark Chocolate,Hu | Hu,append_candidate,,
huel,huel,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Huel Granola Fruits rouges | Huel Granola original,Huel | Huel,append_candidate,,
innocent,innocent,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Multi Mix gelb | Apfel & Beeren Direktsaft,Innocent | Innocent,append_candidate,,
innocent,innocent,Manual review / complex ownership,manual_review,beverages,BENELUX|UK_IE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Smoothie orange, mangue, ananas | Blood orange, pomegranate, orange and lime",Innocent | Innocent,append_candidate,,
intermarche,intermarche,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Son d'avoine BIO | Boules de maïs au miel 750 g,"Intermarché, Regain, Regain Bio, Sélection Intermarche | Intermarché",append_candidate,,
intermarche,intermarche,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Shortbread | L'Extra Noir Chocolat noir 90%,"Intermarché,Itinéraire des Saveurs | Intermarché,Ivoria,Les Créations Ivoria,Les creations",append_candidate,,
jacob's,jacob's,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Capsule café splendente 7,Jacobs | Jacobs,append_candidate,,
jacob's,jacob's,Manual review / complex ownership,manual_review,beverages,DACH|FRANCE,,Austria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Tassimo Jacobs Caffè Crema Classico XL | Tassimo Suchard,"Jacobs, Tassimo | Jacobs, Tassimo",append_candidate,,
jardin bio,jardin bio,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Coconut milk | Infusion Thym Citronné,"Jardin bio, LEA Nature | Jardin BIO', Léa Nature",append_candidate,,
kashi go,kashi go,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,peanut butter crunch | chocolate crunch,Kashi GO | Kashi GO,append_candidate,,
kashi solana beach california,kashi solana beach california,Manual review / complex ownership,manual_review,snacks,US_CANADA|FRANCE,,Canada,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Chocolate Chip Chia 7-Grain & Quinoa bars. Made in 🇨🇦 from domestic & impotant ingredients. Prepared for… | Cherry Dark Chocolate, Chewy whole-grain bars",Kashi 🇺🇸Solana Beach California | Kashi 🇺🇸Solana Beach California,append_candidate,,
kelloggs raisin bran,kelloggs raisin bran,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Cereal | Blueberry Bran Crunch,Kellogg's raisin bran | Kellogg’s Raisin Bran,append_candidate,,
kind,kind,Manual review / complex ownership,manual_review,snacks,SOUTHERN_EUROPE|US_CANADA,,Spain,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Dark Chocolate Cherry Cashew | Dark Chocolate Nuts & Sea Salt,KIND | KIND,append_candidate,,
kind,kind,Manual review / complex ownership,manual_review,snacks,UK_IE|US_CANADA,,Ireland,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Caramel Almond & Sea Salt | Protein Max Crispy Chocolate Peanut Butter High Protein Bar,KIND | KIND,append_candidate,,
kind protein,kind protein,Manual review / complex ownership,manual_review,snacks,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Caramel Nut,KIND PROTEIN | KIND PROTEIN,append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Sri Lankan Apple | Pinot noir,Kinder | Kinder,append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kinder Maxi | Kinder Joy,"Ferrero, Kinder, Mixte | Kinder",append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|UK_IE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,CHOCOLATE | Barre Chocolatée Kinder Bueno Chocolat au Lait x10 - 430g,Kinder | Kinder,append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,snacks,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE,,Austria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kinder Riegel Einzelpackung | Kinder Schokolade,Kinder | Kinder,append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,snacks,FRANCE,,Australia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Moulage Lapin Kinder Surprise 75g | Kinder bueno white,"Ferrero, Kinder | Kinder",append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,snacks,FRANCE|BENELUX,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kinder Duo,Kinder | kinder,append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Brioss | Kinder Cards,Kinder | Kinder,append_candidate,,
kinder,kinder,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kinder Cioccolato La Barrettona | Bueno,"Ferrero, Kinder | Kinder",append_candidate,,
kraft,kraft,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Lemon Iced Tea Flavored Drink Mix, Lemon Iced Tea","Kraft | Kraft, Country time",append_candidate,,
kraft,kraft,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Vitalis Muesli Croustillant Raisins | Vitalis Roasted Muesli Chocolat Noisettes,"Dr. Oetker, Kraft | Dr. Oetker, Kraft",append_candidate,,
kraft,kraft,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Philadelphia mousse nature | Philadelphia ail et fines herbes,"Kraft, Philadelphia | Kraft, Kraft Foods, Mondelèz International, Philadelphia",append_candidate,,
kraft,kraft,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kraft Marshmallow Jet Puff White | Véritable Petit Écolier - Noix de Coco,"KRAFT | Kraft, Kraft Foods, LU",append_candidate,,
kraft foods,kraft foods,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Noir Extra, Pur Chocolat Noir (47 % Cacao) | Kiss Cool Parfum Citron","Kraft Foods, Mondelèz International, Poulain | Kraft Foods",append_candidate,,
kroger big k,kroger big k,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,cola | dr. k,Kroger Big K | Kroger Big K,append_candidate,,
lactel professionnel,lactel professionnel,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lait demi-écrémé | Lait écrémé,Lactel Professionnel | Lactel Professionnel,append_candidate,,
larabar,larabar,Manual review / complex ownership,manual_review,snacks,US_CANADA,,Canada,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Peanut Butter Chocolate Chip | LARABAR LEMON BAR,LÄRABAR | LARABAR,append_candidate,,
leader price,leader price,Manual review / complex ownership,manual_review,dairies,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lait demi-écrémé | Mozarella 125g,"Leader Price,Carrefour | Leader Price",append_candidate,,
leader price,leader price,Manual review / complex ownership,manual_review,dairies,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Beurre demi-sel | Yaourts nature (16 Pots),"Leader Price | Leader Price, DLP (Distribution Leader Price), Groupe Casino",append_candidate,,
leader price,leader price,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Palmiers feuilletés croustillants | Pop corn caramel,Leader Price | Leader Price,append_candidate,,
leader price,leader price,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Brownie aux pépites de chocolat | Frollino integrale ai cereali,Leader Price | Leader Price,append_candidate,,
leader price fine ligne,leader price fine ligne,Manual review / complex ownership,manual_review,cereals,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Riz et blé complet chocolat - Fine ligne | Son D'avoine Bio,Leader Price Fine Ligne | Leader price fine ligne,append_candidate,,
lindt lindor,lindt lindor,Manual review / complex ownership,manual_review,snacks,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"MEŠAVINA ČOKOLADE, MLEČNE ČOKOLADE I BELE ČOKOLADE SA TEČNIM FILOM | Assorted chocolate truffles with a smooth melting filling",Lindt LINDOR | Lindt LINDOR,append_candidate,,
lipton,lipton,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,green tea | Lipton Exclusive Selection Thé Noir Earl Grey 25 sachets pyramides,"CUVECO AS, Lipton | Exclusive Selection, Lipton",append_candidate,,
lipton,lipton,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Tea forest fruit | Kamille Te Pyramide 20pos Lipton,Lipton | Lipton,append_candidate,,
lipton,lipton,Manual review / complex ownership,manual_review,beverages,FRANCE,,Cote D Ivoire,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lipton Yellow Label Tea | Lipton Clear Green Tea,Lipton | Lipton,append_candidate,,
lipton,lipton,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Lipton Exclusive Selection Thé Pêche et Mangue 25 sachets pyramides | Lipton Ice Tea duo saveur pêche fraise 1,5 L","Exclusive Selection, Lipton | Ice Tea, Lipton, Unilever",append_candidate,,
lipton,lipton,Manual review / complex ownership,manual_review,beverages,FRANCE|NORDICS,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Thé Noir Finest Earl Grey Vrac | The,"Lipton, Unilever | Lipton",append_candidate,,
lotus biscoff,lotus biscoff,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Cookies | Cookies,Lotus Biscoff | Lotus Biscoff,append_candidate,,
lu,lu,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Tuc original - Biscuits salé | Petit Lu Vitabis 16X175G,"LU,Mondelez International | Lu",append_candidate,,
lu,lu,Manual review / complex ownership,manual_review,snacks,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Prince, biscuits fourrés parfum chocolat | Granola chocolat au lait","LU, Prince | LU",append_candidate,,
lu,lu,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lu pim's cookies orange 1x5.290 oz | Petit Écolier dark chocolate 45% COCOA,"Lu, Pim's | LU",append_candidate,,
lucky charms,lucky charms,Manual review / complex ownership,manual_review,cereals,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Lucky Charms | Frosted Oat Cereal with Marshmallows,Lucky Charms | Lucky Charms,append_candidate,,
lucky charms,lucky charms,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Barre Lucky Charms Treats King Size | Lucky Charms Treats,Lucky Charms | Lucky Charms,append_candidate,,
