normalized_brand,brand_family,current_company_owner,proposed_company_owner,proposed_action,proposal_reason,query_category,primary_country,observed_market_region_codes,product_count,legacy_primary_brand_examples,brand_entity_raw_examples,brand_entity_source_examples,brand_alias_source_examples,brand_alias_review_status_examples,example_product_names,example_off_brands_raw,example_image_urls,example_barcodes,julia_decision,julia_company_override,julia_note
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,France,FRANCE|US_CANADA,6,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Diet Green Tea Citrus | Iced Tea Peach | Black iced tea mix | Lipton Diet Lemon Iced Tea Mix | Sweetened iced tea mix,"Lipton, Unilever",https://images.openfoodfacts.org/images/products/001/200/001/2785/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/001/200/011/2270/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/004/100/000/8450/front_en.10.400.jpg | https://images.openfoodfacts.org/images/products/004/100/000/8726/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/004/100/011/9750/front_en.4.400.jpg,12000012785 | 12000112270 | 41000008450 | 41000008726 | 41000119750,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,United States,US_CANADA,6,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,ESPRESSO AND CREAM PREMIUM ESPRESSO BEVERAGE | White chocolate macadamia nut creamer | PIKE PLACE ROAST | Organic Low Fat Milk | String cheese,STARBUCKS | Starbucks,https://images.openfoodfacts.org/images/products/000/000/121/7702/front_en.52.400.jpg | https://images.openfoodfacts.org/images/products/005/000/073/2715/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/005/000/085/6503/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/076/211/120/8392/front_en.5.400.jpg | https://images.openfoodfacts.org/images/products/076/211/143/5095/front_en.23.400.jpg,1217702 | 50000732715 | 50000856503 | 762111006691 | 762111208392,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,Belgium,BENELUX|FRANCE,6,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Starbucks Noisette Macchiato | Vanilla Macchiato | Starbucks caramel macchiato | Noisette/Hazelnut Macchiato | Caffè Latte,"Starbucks, Starbucks Discoveries | Starbucks",https://images.openfoodfacts.org/images/products/571/195/302/6027/front_fr.33.400.jpg | https://images.openfoodfacts.org/images/products/571/195/306/7747/front_fr.52.400.jpg | https://images.openfoodfacts.org/images/products/571/195/314/5490/front_en.43.400.jpg | https://images.openfoodfacts.org/images/products/571/195/314/5506/front_fr.34.400.jpg | https://images.openfoodfacts.org/images/products/576/046/699/5931/front_fr.47.400.jpg,5711953026027 | 5711953067747 | 5711953145490 | 5711953145506 | 5760466995931,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,United Kingdom,UK_IE,6,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Fairtrade Frappuccino Coffee Drink Caramel Flavour | DoubleShot Espresso | Starbucks cafe latte chilled coffee | Dark chocolate mocha flavour chilled coffee | Protein Drink,Starbucks,https://images.openfoodfacts.org/images/products/571/195/305/0169/front_en.7.400.jpg | https://images.openfoodfacts.org/images/products/571/195/314/5315/front_en.28.400.jpg | https://images.openfoodfacts.org/images/products/571/195/314/5957/front_en.37.400.jpg | https://images.openfoodfacts.org/images/products/571/195/316/2992/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/571/195/318/4871/front_en.12.400.jpg,5711953050169 | 5711953145315 | 5711953145957 | 5711953162992 | 5711953184871,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,beverages,France,FRANCE|DACH,5,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Gazpacho brique de 1 litre | Sirop d'orange bidon de 75cl | Sirop de pêche bidon de 75cl | Pur jus d'oranges pressées avec pulpe | Cola classic,U,https://images.openfoodfacts.org/images/products/325/622/111/5536/front_fr.103.400.jpg | https://images.openfoodfacts.org/images/products/325/622/301/4509/front_fr.74.400.jpg | https://images.openfoodfacts.org/images/products/325/622/301/4578/front_fr.89.400.jpg | https://images.openfoodfacts.org/images/products/325/622/420/0000/front_fr.95.400.jpg | https://images.openfoodfacts.org/images/products/325/622/709/3111/front_fr.19.400.jpg,3256221115536 | 3256223014509 | 3256223014578 | 3256224200000 | 3256227093111,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,dairies,France,FRANCE|DACH,5,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Desserts lactés à la crème aux oeufs frais saveur vanille 4x100g | Fromage Pyramide de chèvre frais au lait pasteurisé 14% de MG, 150g | Crème dessert au chocolat 400g | Crème dessert saveur vanille 400g | Crème semi-épaisse, 30%MG, Brique 3x20cl","U | U, super u",https://images.openfoodfacts.org/images/products/325/622/114/3003/front_fr.61.400.jpg | https://images.openfoodfacts.org/images/products/325/622/431/0488/front_en.64.400.jpg | https://images.openfoodfacts.org/images/products/325/622/439/7243/front_fr.42.400.jpg | https://images.openfoodfacts.org/images/products/325/622/439/7250/front_fr.41.400.jpg | https://images.openfoodfacts.org/images/products/325/622/506/0849/front_fr.71.400.jpg,3256221143003 | 3256224310488 | 3256224397243 | 3256224397250 | 3256225060849,,,
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,snacks,France,FRANCE|SOUTHERN_EUROPE,5,marque repere,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Tablette d’or blanc intense 2X100G | 10 Pains au lait au levain | Pop corn caramel | Baguettes viennoises | Les Minis sablés cereale,"Marque Repère, Tablette d'Or | Marque Repère, Épi d'Or | Marque Repère, Tokapi | Marque Repère, Epi d'Or | Marque Repère, P'tit Déli",https://images.openfoodfacts.org/images/products/356/470/001/0891/front_fr.31.400.jpg | https://images.openfoodfacts.org/images/products/356/470/001/9252/front_en.106.400.jpg | https://images.openfoodfacts.org/images/products/356/470/040/6366/front_fr.27.400.jpg | https://images.openfoodfacts.org/images/products/356/470/073/6050/front_fr.32.400.jpg | https://images.openfoodfacts.org/images/products/356/470/088/3013/front_fr.20.400.jpg,3564700010891 | 3564700019252 | 3564700406366 | 3564700736050 | 3564700883013,,,
marque repere,marque repere,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc private-label line,dairies,France,FRANCE|DACH,5,marque repere,marque repere,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Beurre de Bretagne demi sel | Emmental râpé | Maasdam Les Croises 26.9%mg | Mozzarella - format familial | Comté au lait cru,"Marque Repère, Les Croisés | Marque Repère, Les Croisés, Scamark (Filiale E. Leclerc)",https://images.openfoodfacts.org/images/products/356/470/001/4509/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/356/470/001/4660/front_en.177.400.jpg | https://images.openfoodfacts.org/images/products/356/470/068/0285/front_fr.29.400.jpg | https://images.openfoodfacts.org/images/products/356/470/068/2319/front_fr.40.400.jpg | https://images.openfoodfacts.org/images/products/356/470/661/9692/front_fr.3.400.jpg,3564700014509 | 3564700014660 | 3564700680285 | 3564700682319 | 3564706619692,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,snacks,France,FRANCE|DACH,4,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Assortiment mini viennoiseries | Chips nature multipack 6x30g easypack | Biscuits Sablés céréales nappés chocolat au lait étui de 200g | Petit beurre tablette de chocolat noir, pocket 250g",U,https://images.openfoodfacts.org/images/products/200/000/027/1972/front_fr.27.400.jpg | https://images.openfoodfacts.org/images/products/325/622/101/1524/front_fr.63.400.jpg | https://images.openfoodfacts.org/images/products/325/622/571/7484/front_fr.63.400.jpg | https://images.openfoodfacts.org/images/products/325/622/980/1967/front_fr.30.400.jpg,2000000271972 | 3256221011524 | 3256225717484 | 3256229801967,,,
leclerc,leclerc,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc retailer/private-label banner,dairies,United States,US_CANADA,4,leclerc,leclerc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Etchola vache/brebis | Gorgonzola Mascarpone | Comté AOP Fort des Rousses | Fromage frais,Leclerc,,205220018969 | 206923014302 | 222270017322 | 251906024205,,,
leclerc,leclerc,Manual review,E.Leclerc,map_to_company,obvious E.Leclerc retailer/private-label banner,cereals,France,FRANCE,4,leclerc,leclerc,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Muesli | Cereales mini cookies | Petales choco | Petales de céréales fruits rouges,Leclerc,https://images.openfoodfacts.org/images/products/356/470/661/2822/front_en.23.400.jpg | https://images.openfoodfacts.org/images/products/356/470/661/4789/front_fr.11.400.jpg | https://images.openfoodfacts.org/images/products/356/470/661/4826/front_fr.27.400.jpg | https://images.openfoodfacts.org/images/products/356/470/662/4504/front_fr.25.400.jpg,3564706612822 | 3564706614789 | 3564706614826 | 3564706624504,,,
KitKat,KitKat,Manual review,Nestlé,map_to_company,KitKat non-US manual-review row; assign Nestlé for launch review,snacks,Canada,US_CANADA|FRANCE,4,nestle | kit kat,KitKat,product_name_recovery_nestle_france_snacks | existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Classic KitKat | KitKat Gold | KitKat Mega (2 bars) | Kitkat chunky popcorn,Nestlé | Kit Kat,https://images.openfoodfacts.org/images/products/005/980/051/1254/front_en.41.400.jpg | https://images.openfoodfacts.org/images/products/005/980/051/1346/front_en.11.400.jpg | https://images.openfoodfacts.org/images/products/005/980/051/6419/front_en.40.400.jpg | https://images.openfoodfacts.org/images/products/000/000/598/7130/front_en.31.400.jpg,59800511254 | 59800511346 | 59800516419 | 5987130,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,Ireland,UK_IE|US_CANADA,4,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,كادبوري سناك شكولاته | Cadbury dairy milk chocolate bar wholenut | Cadbury chocolate chomp | Wispa Gold,Cadbury,https://images.openfoodfacts.org/images/products/500/020/149/6386/front_en.19.400.jpg | https://images.openfoodfacts.org/images/products/503/466/000/3960/front_en.5.400.jpg | https://images.openfoodfacts.org/images/products/762/221/028/7991/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/762/221/044/8101/front_en.55.400.jpg,5000201496386 | 5034660003960 | 7622210287991 | 7622210448101,,,
Cadbury,Cadbury,Manual review,Other / not mapped to a company,replace_with_other,mixed US/non-US Cadbury scope; use Other unless manually split later,snacks,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,4,cadbury,Cadbury,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Flake: | Twirl chocolate bar | Cadbury chocolate and milk | Dairy Milk Big Taste Triple Choc,Cadbury,https://images.openfoodfacts.org/images/products/000/005/031/2351/front_en.20.400.jpg | https://images.openfoodfacts.org/images/products/000/005/031/2719/front_en.24.400.jpg | https://images.openfoodfacts.org/images/products/762/221/045/2689/front_en.15.400.jpg | https://images.openfoodfacts.org/images/products/762/221/098/9604/front_en.11.400.jpg,50312351 | 50312719 | 7622210452689 | 7622210989604,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,Belgium,BENELUX|FRANCE,4,nestle,Fitness,product_name_recovery_nestle_france_snacks | top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Fitness Tiramisu | Fitness Chocolat | Barre de céréales Fitness Delice Chocolat blanc | Fitness,"Nestlé | Nestlé, Fitness",https://images.openfoodfacts.org/images/products/590/002/001/4245/front_fr.3.400.jpg | https://images.openfoodfacts.org/images/products/590/002/001/8571/front_fr.19.400.jpg | https://images.openfoodfacts.org/images/products/590/002/002/4244/front_fr.15.400.jpg | https://images.openfoodfacts.org/images/products/590/002/003/0573/front_fr.13.400.jpg,5900020014245 | 5900020018571 | 5900020024244 | 5900020030573,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,France,FRANCE|DACH,4,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,STARBUCKS by NESCAFE DOLCE GUSTO Vanille Macchiatto 12 capsules 132g | Signature Chocolate | STARBUCKS Spécialités instantanées en stick - Caramel | STARBUCKS by NESPRESSO Caramel 10 capsules,"STARBUCKS | Starbucks | STARBUCKS,by NESPRESSO",https://images.openfoodfacts.org/images/products/761/328/733/5524/front_fr.163.400.jpg | https://images.openfoodfacts.org/images/products/761/328/760/7270/front_en.25.400.jpg | https://images.openfoodfacts.org/images/products/844/529/004/1364/front_fr.41.400.jpg | https://images.openfoodfacts.org/images/products/844/529/015/4187/front_fr.58.400.jpg,7613287335524 | 7613287607270 | 8445290041364 | 8445290154187,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,dairies,France,FRANCE|DACH,3,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Creme entiere | Comté râpé | Milch,Casino | casino,https://images.openfoodfacts.org/images/products/322/247/258/4469/front_fr.22.400.jpg | https://images.openfoodfacts.org/images/products/322/247/326/9501/front_fr.47.400.jpg | https://images.openfoodfacts.org/images/products/322/247/683/0876/front_fr.33.400.jpg,3222472584469 | 3222473269501 | 3222476830876,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,snacks,France,FRANCE|DACH,3,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Sticks salés | flan pâtissier | Madeleines longues coeur saveur fraise,Casino,https://images.openfoodfacts.org/images/products/322/247/285/5859/front_fr.6.400.jpg | https://images.openfoodfacts.org/images/products/322/247/298/8625/front_fr.8.400.jpg | https://images.openfoodfacts.org/images/products/322/247/692/2458/front_fr.17.400.jpg,3222472855859 | 3222472988625 | 3222476922458,,,
casino,casino,Manual review,Casino Group,map_to_company,obvious French retailer/private-label banner,beverages,France,FRANCE|DACH,3,casino,casino,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Exotique à l'eau de source | Thé glacé à la pêche | Thé vert - Aromatisé à la menthe - 25 sachets fraîcheur,Casino,https://images.openfoodfacts.org/images/products/322/247/346/0007/front_fr.15.400.jpg | https://images.openfoodfacts.org/images/products/322/247/496/2883/front_fr.9.400.jpg | https://images.openfoodfacts.org/images/products/322/247/596/0642/front_fr.21.400.jpg,3222473460007 | 3222474962883 | 3222475960642,,,
Chocapic,Chocapic,Manual review,Cereal Partners Worldwide,map_to_company,Nestlé cereal brand handled via CPW,cereals,France,FRANCE|SOUTHERN_EUROPE,3,nestle | chocapic,Chocapic,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Chocapic Choco Crush | Original Bio | NESTLE CHOCAPIC protéines Céréales 340g,"Nestlé, Chocapic | Chocapic, Nestlé, Chocapic protein",https://images.openfoodfacts.org/images/products/761/303/349/9265/front_pt.21.400.jpg | https://images.openfoodfacts.org/images/products/761/303/666/8408/front_es.12.400.jpg | https://images.openfoodfacts.org/images/products/844/529/226/8103/front_en.3.400.jpg,7613033499265 | 7613036668408 | 8445292268103,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,dairies,Belgium,BENELUX|FRANCE|DACH,3,paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Lait uht 1/2 ecreme bio bt 1l | Bifidus nature (12 Pots) | BEURRE AU SEL DE GUERANDE MOULE 250g origine France,Pâturages,https://images.openfoodfacts.org/images/products/325/039/020/4930/front_fr.137.400.jpg | https://images.openfoodfacts.org/images/products/325/039/077/9100/front_fr.18.400.jpg | https://images.openfoodfacts.org/images/products/325/039/129/2066/front_fr.25.400.jpg,3250390204930 | 3250390779100 | 3250391292066,,,
paturages,paturages,Manual review,Intermarché / Les Mousquetaires,map_to_company,obvious Intermarché private-label line,snacks,France,FRANCE,3,paturages,paturages,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,BABA AU RHUM 2x140g | Tartelette caramel au beurre salé | Paturette saveur Madeleine,Pâturages | Paturages,https://images.openfoodfacts.org/images/products/325/039/068/2486/front_fr.35.400.jpg | https://images.openfoodfacts.org/images/products/325/039/265/4238/front_fr.4.400.jpg,3250390682486 | 3250391722549 | 3250392654238,,,
KitKat,KitKat,Manual review,Nestlé,map_to_company,KitKat non-US manual-review row; assign Nestlé for launch review,snacks,Germany,DACH|US_CANADA,3,kitkat,KitKat,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,"KitKat Churro | Nestle, kit kat, chocolate, maccha, maccha | Milk Tea",KitKat | Kitkat,https://images.openfoodfacts.org/images/products/003/400/040/4445/front_en.4.400.jpg | https://images.openfoodfacts.org/images/products/490/220/116/8212/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/490/220/118/0801/front_en.3.400.jpg,34000404445 | 4902201168212 | 4902201180801,,,
7UP,7UP,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,France,FRANCE|US_CANADA,3,7up,7UP,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,"7up, free, soft drink, mojito | Diet up | 7 UP","7up, Seven Up | 7Up | 7UP",https://images.openfoodfacts.org/images/products/007/800/000/0757/front_en.7.400.jpg | https://images.openfoodfacts.org/images/products/000/000/780/3802/front_fr.36.400.jpg,4060800171092 | 78000000757 | 7803802,,,
Cheerios,Cheerios,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,cereals,France,FRANCE|US_CANADA,3,cheerios,Cheerios,existing_company_brand_mapping_token_match | top9_portfolio_token_match,top9_portfolio_brand_alias,confirmed,Cheerios Cereal Singlepak | Honey Nut Cheerios Cereal Singlepak | General Mills Cheerios Apple Cinnamon Cereal,"Cheerios | Cheerios, General Mills",https://images.openfoodfacts.org/images/products/001/600/011/9451/front_en.8.400.jpg | https://images.openfoodfacts.org/images/products/001/600/011/9604/front_en.11.400.jpg,16000119451 | 16000119604 | 16000275188,,,
Crunch,Crunch,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,France,FRANCE|SOUTHERN_EUROPE,3,nestle,crunch,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,CRUNCH SNACK Barre chocolatée - 33g | Snack | CRUNCH mini figurines 144g,"Nestlé, Crunch | Nestle nutrition, Nestlé, Crunch",https://images.openfoodfacts.org/images/products/761/303/625/7169/front_fr.26.400.jpg | https://images.openfoodfacts.org/images/products/761/303/625/7183/front_fr.39.400.jpg | https://images.openfoodfacts.org/images/products/800/030/042/4300/front_en.4.400.jpg,7613036257169 | 7613036257183 | 8000300424300,,,
Dr Pepper,Dr Pepper,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,France,FRANCE|US_CANADA,3,dr pepper,Dr Pepper,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Fruit juicy red | Root beer | Diet Dr Pepper,Dr Pepper,https://images.openfoodfacts.org/images/products/007/800/000/4083/front_en.8.400.jpg | https://images.openfoodfacts.org/images/products/007/800/005/2169/front_en.10.400.jpg | https://images.openfoodfacts.org/images/products/007/800/008/3316/front_en.11.400.jpg,78000004083 | 78000052169 | 78000083316,,,
Fitness,Fitness,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,snacks,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,3,fitness | nestle,Fitness,top9_portfolio_token_match | product_name_recovery_nestle_france_snacks,curated_mechanical_brand_alias,confirmed,"FITNESS CHOC Barres Céréale 6x23.5g | NESTLE FITNESS Barres de Céréales Nature 6x23,5g | Fitness breakfast cereal bar pêches et abricot","Fitness,Nestlé | Nestlé,Fitness | Nestlé",https://images.openfoodfacts.org/images/products/338/739/032/0008/front_fr.219.400.jpg | https://images.openfoodfacts.org/images/products/338/739/032/6284/front_fr.71.400.jpg | https://images.openfoodfacts.org/images/products/590/002/002/9454/front_en.6.400.jpg,3387390320008 | 3387390326284 | 5900020029454,,,
Kellogg's,Kellogg's,Manual review,Other / not mapped to a company,replace_with_other,Kellogg/Kellanova/WK Kellogg ownership is complex; avoid Manual review label by using Other for launch,snacks,Canada,US_CANADA|FRANCE,3,kellogg's,kellogg's,existing_company_brand_mapping_token_match,curated_mechanical_brand_alias,confirmed,Eggo Blueberry Flavour | Pop Tarts Raspberry Flavour | Nutri Grain Raspberry,"Kellogg's, Eggo | Kellogg's",https://images.openfoodfacts.org/images/products/006/410/023/8022/front_en.11.400.jpg | https://images.openfoodfacts.org/images/products/006/410/025/6668/front_fr.4.400.jpg | https://images.openfoodfacts.org/images/products/006/410/028/5453/front_en.40.400.jpg,64100238022 | 64100256668 | 64100285453,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,Canada,US_CANADA|FRANCE,3,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,"Thé glacé citron | Real Peach Brewed Iced Tea | Green Tea with Honey,Pure Leaf, Real Brewed","Lipton | Lipton, Pure Leaf, Unilever | Lipton, Pure Leaf • Lipton",https://images.openfoodfacts.org/images/products/006/900/014/7870/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/006/900/014/8846/front_en.36.400.jpg | https://images.openfoodfacts.org/images/products/006/900/014/8860/front_en.49.400.jpg,69000147870 | 69000148846 | 69000148860,,,
lipton,lipton,Manual review,Other / not mapped to a company,replace_with_other,Lipton ownership/channel is complex; avoid Manual review label by using Other for launch,beverages,France,FRANCE|BENELUX,3,lipton,lipton,existing_company_brand_mapping_token_match,existing_company_brand_mapping_alias,confirmed,Green Ice Tea | Lipton green ice tea mint lime | Thé vert Menthe,Lipton,https://images.openfoodfacts.org/images/products/871/256/621/0633/front_nl.3.400.jpg | https://images.openfoodfacts.org/images/products/872/060/802/6524/front_en.8.400.jpg,8712566210633 | 8714100607541 | 8720608026524,,,
Schweppes,Schweppes,Manual review,Other / not mapped to a company,replace_with_other,no conservative launch owner proposal; replace Manual review with Other unless Julia assigns a company,beverages,Germany,DACH|US_CANADA,3,schweppes | schweppeses,Schweppes,existing_company_brand_mapping_token_match,top9_portfolio_brand_alias,confirmed,Wild Berry | Bitter Lemon | Indian Tonic,"Schweppes | Schweppeses, Schweppes",,4000140721137 | 5902860411222 | 7610238067442,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,cereals,United Kingdom,UK_IE,3,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Classic oatmeal | Five grain oatmeal | Classic Oatmeal,Starbucks,https://images.openfoodfacts.org/images/products/506/051/058/1821/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/506/051/058/1838/front_en.3.400.jpg | https://images.openfoodfacts.org/images/products/076/211/122/6457/front_en.8.400.jpg,5060510581821 | 5060510581838 | 762111226457,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,dairies,France,FRANCE|SOUTHERN_EUROPE,3,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Starbucks Capuccino | Café Caramel Macchiato | café latte Starbucks,"Starbucks | Starbucks,Arla",https://images.openfoodfacts.org/images/products/571/195/302/3958/front_es.68.400.jpg | https://images.openfoodfacts.org/images/products/576/046/699/7027/front_it.96.400.jpg | https://images.openfoodfacts.org/images/products/576/046/699/7164/front_en.28.400.jpg,5711953023958 | 5760466997027 | 5760466997164,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,France,FRANCE|SOUTHERN_EUROPE,3,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Skinny Latte | Frappuccino bebida de café baja grasa | Frappuccino bebida de café con vainilla baja grasa,Starbucks,https://images.openfoodfacts.org/images/products/571/195/306/7624/front_fr.13.400.jpg | https://images.openfoodfacts.org/images/products/576/046/699/8659/front_it.3.400.jpg | https://images.openfoodfacts.org/images/products/576/046/699/8697/front_fr.26.400.jpg,5711953067624 | 5760466998659 | 5760466998697,,,
starbucks,starbucks,Manual review,Starbucks,map_to_company,visible Starbucks brand; leave ownership/licensing detail for later,beverages,Belgium,BENELUX|FRANCE,3,starbucks,starbucks,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,"Signature chocolate | STARBUCKS by NESCAFE DOLCE GUSTO Caramel Macchiato 127,8g | Capsules café arabica espresso kenya","Starbucks | STARBUCKS | Starbucks, Starbucks Coffee Company",https://images.openfoodfacts.org/images/products/571/195/307/7951/front_fr.18.400.jpg | https://images.openfoodfacts.org/images/products/761/303/694/3765/front_fr.286.400.jpg | https://images.openfoodfacts.org/images/products/076/211/114/1798/front_en.3.400.jpg,5711953077951 | 7613036943765 | 762111141798,,,
Chocapic,Chocapic,Manual review,Cereal Partners Worldwide,map_to_company,Nestlé cereal brand handled via CPW,cereals,Belgium,BENELUX|FRANCE|DACH,2,nestle,Chocapic,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,NESTLE CHOCAPIC Céréales 375g | NESTLE CHOCAPIC BIO Céréales - Boite de 375g,"Nestlé, Chocapic | Nestlé,Chocapic",https://images.openfoodfacts.org/images/products/338/739/012/3210/front_fr.116.400.jpg | https://images.openfoodfacts.org/images/products/761/303/666/9146/front_en.213.400.jpg,3387390123210 | 7613036669146,,,
Chocapic,Chocapic,Manual review,Cereal Partners Worldwide,map_to_company,Nestlé cereal brand handled via CPW,cereals,France,FRANCE|DACH,2,nestle,Chocapic,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,chocapic | Céréales Chocapic,"Nestlé, Chocapic | Nestlé,Chocapic",https://images.openfoodfacts.org/images/products/761/303/277/9566/front_en.97.400.jpg | https://images.openfoodfacts.org/images/products/761/303/462/6844/front_fr.355.400.jpg,7613032779566 | 7613034626844,,,
Chocapic,Chocapic,Manual review,Cereal Partners Worldwide,map_to_company,Nestlé cereal brand handled via CPW,cereals,Bolivia,FRANCE,2,nestle,Chocapic,top9_portfolio_token_match,curated_mechanical_brand_alias,confirmed,Chocapic Duo | Chocapic,"Nestlé, Chocapic",https://images.openfoodfacts.org/images/products/761/303/462/9838/front_pt.9.400.jpg | https://images.openfoodfacts.org/images/products/761/303/463/8243/front_es.19.400.jpg,7613034629838 | 7613034638243,,,
u,u,Manual review,Coopérative U,map_to_company,obvious French retailer/private-label banner,dairies,France,FRANCE|SOUTHERN_EUROPE,2,u,u,first_off_brand_token_fallback,brand_entity_raw_fallback,fallback_unreviewed,Crème dessert au chocolat et billes au chocolat 4x117g | Mascarpone au lait pasteurisé 36%mg,U,https://images.openfoodfacts.org/images/products/325/622/166/4010/front_fr.69.400.jpg | https://images.openfoodfacts.org/images/products/325/622/431/1119/front_fr.90.400.jpg,3256221664010 | 3256224311119,,,
