normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
Lay's,lay's,PepsiCo,direct,snacks,UK_IE,UK_IE,Poland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Other / not mapped to a company,Other / not mapped to a company,3,Known PepsiCo brand / regional alias missing from proposed mapping.,Spicy Paprika flavoured | Lays Papryka | Crisps Paprica,Lay's | Lay's | Lays,append_candidate,direct,
Lay's,lay's,PepsiCo,direct,snacks,US_CANADA,US_CANADA,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Other / not mapped to a company,Other / not mapped to a company,3,Known PepsiCo brand / regional alias missing from proposed mapping.,Potato Chips | Oven Baked Original Potato Chips | Lay's Potato Chips,Lay's | Lay's | Lay's,append_candidate,direct,
Monster Energy,monster energy,Monster Beverage Corp,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Monster Beverage Corp,Monster Beverage Corp,3,Proposed company mapping is concrete; approve for launch.,Monster Energy | The Doctor | Lewis Hamilton,Monster Energy | Monster Energy | Monster Energy,append_candidate,direct,
Monster Energy,monster energy,Monster Beverage Corp,direct,beverages,DACH|UK_IE,DACH|UK_IE,Germany,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Monster Beverage Corp,Monster Beverage Corp,3,Proposed company mapping is concrete; approve for launch.,Reserve Watermelon | Bad Apple | Monster Energy Rehab Tea + Lemonade,"Monster Energy,Monster | Monster Energy | Monster Energy",append_candidate,direct,
Monster Energy,monster energy,Monster Beverage Corp,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Monster Beverage Corp,Manual review / complex ownership,3,Proposed company mapping is concrete; approve for launch.,Monster Energy Ultra Strawberry Dreams Zero Sugar | Monster Energy Rio Punch | Lo-cal Monster Energy,"Coca-Cola Company, Monster, Monster Energy | Coca-Cola Company,Monster,Monster Energy | Coca-Cola Company, Monster, Monster Energy",append_candidate,direct,
Monster Energy,monster energy,Monster Beverage Corp (Coca-Cola 20% stake / exclusive distrib),direct,beverages,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Monster Beverage Corp (Coca-Cola 20% stake / exclusive distrib),Other / not mapped to a company,3,Proposed company mapping is concrete; approve for launch.,Uber monster energy brew | Ultra citron energy drink | Lo-carb energy drink,"Monster, Monster Energy | Monster, Monster Energy | Monster, Monster Energy",append_candidate,direct,
Nescafé,nescafé,Nestlé,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Other / not mapped to a company,3,Known Nestlé brand / brand line missing from proposed company mapping.,"Nescafé, Gold cappuccino, Cappuccino | NESCAFE Cappuccino Intenso, Café soluble, Boîte de 10 sticks (12,5g chacun) | STARBUCKS By NESPRESSO Espresso Roast 12 Capsules 66g","Cappuccino,Gold cappuccino,Nescafé | Cappuccino intenso, Nescafé | Dark espresso roast, Nescafé, Starbucks",append_candidate,direct,
Nescafé,nescafé,Nestlé,direct,beverages,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,Nescafé Dolce Gusto Latte Macchiato Caramel | Nescafe Classic Frappe Beutel | Grande Intenso,"Nescafé | Nescafé | Nestlé, Nescafé",append_candidate,direct,
Nescafé,nescafé,Nestlé,direct,beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,Dolce Gusto espresso intenso | Dolce Gusto ristretto ardenza,Nescafé | Nescafe | Nescafé,append_candidate,direct,
Nescafé,nescafé,Nestlé,direct,beverages,FRANCE|SOUTHERN_EUROPE|DACH,FRANCE|SOUTHERN_EUROPE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,Cafe | Café au lait | Nescafé gold capuccino,Nescafé | Nescafé | Nescafe,append_candidate,direct,
Nescafé Dolce Gusto,nescafé dolce gusto,Nestlé,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,Capsules NESCAFE DOLCE GUSTO Lungo Intenso 16 Capsules | The chaud dolce gusto | Capsules NESCAFE Dolce Gusto Lungo 30 Capsules,"Nestlé, Nescafé, Nescafé Dolce Gusto, Dolce gusto | Nestlé, Dolce Gusto, Nescafé | Nestlé, Dolce gusto, Nescafe",append_candidate,direct,
Nescafé Dolce Gusto,nescafé dolce gusto,Nestlé,direct,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,KitKat | Capsules NESCAFE DOLCE GUSTO Avoine 12 capsules | STARBUCKS BY NESCAFÉ DOLCE GUSTO NEO Caramel Macchiato 120g,"Nescafé, Dolce gusto | Nestlé,Dolce gusto,Nescafe | STARBUCKS, by NESCAFE DOLCE GUSTO",append_candidate,direct,
Nesquik,nesquik,Nestlé,direct,beverages,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,Nesquik | Nestlé - Poudre de cacao allégée en sucre,"Nesquik,Nestlé | nesquik | Nestlé, Nesquik",append_candidate,direct,
Nesquik,nesquik,Nestlé,direct,beverages,US_CANADA,US_CANADA,Bolivia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,Nesquik Chocolate Powder | Nesquik Strawberry Powder | Chocolate Syrup,"Nestlé,Nesquik | Nestlé,Nesquik | Nesquik,Nestlé",append_candidate,direct,
Nesquik,nesquik,Nestlé,direct,beverages,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,"Drink mix | Nesquick, chocolate flavor | Chocolate powder","nestle,Nesquik | Nestle,Nesquik | Nesquik",append_candidate,direct,
Oreo,oreo,Mondelēz International,direct,snacks,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,3,Known Mondelēz brand / regional Cadbury routing outside US.,Oreo golden | Oreo Crispy and thin | Crunchies original,"oreo | Oreo | Mondelez,Oreo",append_candidate,direct,
Oreo,oreo,Mondelēz International,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Other / not mapped to a company,3,Cadbury US licensing exception / Mondelez snack brand routing.,oreo cookies shelf | Team Favorites Variety Pack | Club sandwich cookies,"Nabisco,Oreo | Nabisco,Oreo | Nabisco,Oreo",append_candidate,direct,
Pepsi,pepsi,PepsiCo,direct,beverages,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,"Pepsi 1,5L | pepsi | Pepsi Max NO SUGAR","Pepsi | Pepsi | Pepsi, Pepsi Max",append_candidate,direct,
Pepsi,pepsi,PepsiCo,direct,beverages,FRANCE,FRANCE,Bulgaria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,ПЕПСИ 2Л | Pepsi max | Pepsi,Pepsi | Pepsi | Pepsi,append_candidate,direct,
Pepsi,pepsi,PepsiCo,direct,beverages,FRANCE|US_CANADA,FRANCE|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,Diet Pepsi | Cola | Pure Leaf Sweet Tea,"Pepsi | Pepsi | Lipton, Pepsi, Pure Leaf, Unilever",append_candidate,direct,
Pepsi,pepsi,PepsiCo,direct,beverages,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Other / not mapped to a company,3,Known PepsiCo brand / regional alias missing from proposed mapping.,Pepsi Max Multipack | MAXIMUM TASTE NO SUGAR PEPSI MAX LIME | Pepsi max,"Pepsi-Cola,Pepsico,Pepsi | Pepsi-Cola, Pepsi | PepsiCo,Pepsi",append_candidate,direct,
Quaker Oats,quaker oats,PepsiCo,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,"Muesli amandes, noisettes & raisins | Quaker Oats Oat Granola Honey & Almond | Flocons d'avoine",Quaker Oats | Quaker Oats | Quaker Oats,append_candidate,direct,
Quaker Oats,quaker oats,PepsiCo,direct,cereals,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,Quaker Oat So Simple Big Bowl Original Porridge | Quakers perfect blends multi grain porridge | Oat so simple,"Quaker Oats | Quaker Oats, Quaker | Quaker Oats, Quaker",append_candidate,direct,
Quaker Oats,quaker oats,PepsiCo,direct,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,"Popped rice snacks variety caramel corn | Chocolatey Covered Granola Bars | Strawberry organic whole grain bars, strawberry",Quaker Oats | Quaker Oats | Quaker Oats,append_candidate,direct,
Quality Street,quality street,Nestlé,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,Matchmakers orange cookies | Quality Street Favourites Inspired by the Purple One imp | Quality Street Matchmakers Honeycomb,"Quality street | Quality Street | Nestlé, Quality Street",append_candidate,direct,
Reflets de France,reflets de france,Carrefour,direct,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,3,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.","Reflets de France,Carrefour | Cidre de Bretagne IGP Artisanal | Cidre de Bretagne IGP Artisanal","Carrefour, Reflets de France | Carrefour, Reflets de France | Carrefour, Reflets de France",append_candidate,direct,
Schweppes,schweppes,Suntory Beverage & Food,market_scoped,beverages,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Suntory Beverage & Food,Other / not mapped to a company,3,Proposed company mapping is concrete; approve for launch.,Schweppes indian tonic | Schweppes pamplemousse touche de romarin | Schweppes Indian Tonic,"Orangina Schweppes, Schweppes | Orangina Schweppes, Schweppes | Indian Tonic, Schweppes",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Schweppes,schweppes,Suntory Beverage & Food,market_scoped,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Suntory Beverage & Food,Other / not mapped to a company,3,Proposed company mapping is concrete; approve for launch.,Joi | Tinto de verano con refresco de limón | Florida,"Joi, Schweppes | La Casera,Schweppes | Sunny Delight,Schweppes",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Smarties,smarties,Nestlé,market_scoped,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Nestlé,Nestlé,3,Proposed company mapping is concrete; approve for launch.,Mini Eggs | Nestle | Smarties,Smarties | Smarties | Smarties,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
SodaStream,sodastream,PepsiCo,direct,beverages,DACH|UK_IE,DACH|UK_IE,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,3,Known PepsiCo brand / regional alias missing from proposed mapping.,Sodastream Bio Apfel Getränkesirup | Ginger Ale | Diet Tonic,Sodastream | Sodastream | Sodastream,append_candidate,direct,
Sprite,sprite,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,3,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,"Sprite 0,2 | Sprite Zero 1,5L | Sprite","Coca-Cola, Sprite | Sprite, The Coca-Cola Company, Coca-Cola Europacific Partners DE | Sprite",append_candidate,direct,
Sprite,sprite,The Coca-Cola Company,direct,beverages,BENELUX|FRANCE|DACH|UK_IE,BENELUX|FRANCE|DACH|UK_IE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,3,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Sprite Zero | sprite 500ml ethio | Sprite 330 ml,"Sprite | Sprite | Sprite, The Coca-Cola Company",append_candidate,direct,
Toblerone,toblerone,Mondelēz International,direct,snacks,FRANCE|DACH|US_CANADA,FRANCE|DACH|US_CANADA,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,3,Known Mondelēz brand / regional Cadbury routing outside US.,Chocolat blanc Suisse avec nougat au miel et aux amandes | Toblerone chocolate bar milk | Tiny Chocolate Pieces,Toblerone | Toblerone | Toblerone,append_candidate,direct,
Toblerone,toblerone,Mondelēz International,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,3,Known Mondelēz brand / regional Cadbury routing outside US.,Toblerone | Toblérone Fruit & Nut | Toblerone fruit & nut,"Toblerone | Toblerone | Mondelez,Toblerone",append_candidate,direct,
Toblerone,toblerone,Mondelēz International,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,3,Known Mondelēz brand / regional Cadbury routing outside US.,Golden Caramel Toblerone | White chocolate | Toblerone,Toblerone | Toblerone | Toblerone,append_candidate,direct,
Volvic,volvic,Danone,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Danone,3,Known Danone brand / brand line missing from proposed company mapping.,"Volvic | Volvic au jus de fraise | 1,5L FRAISE VOLVIC","Danone, Volvic | Danone, Volvic | Danone,Volvic",append_candidate,direct,
Volvic,volvic,Danone,direct,beverages,FRANCE|DACH|UK_IE,FRANCE|DACH|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,3,Known Danone brand / brand line missing from proposed company mapping.,Volvic Touch Wasser | Volvic Aro Zitrone-Limette 150cl PET | Volvic Aro Zitrone-Limette 75cl PET,Volvic | Volvic | Volvic,append_candidate,direct,
after eight,after eight,Nestlé,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,3,Known Nestlé brand / brand line missing from proposed company mapping.,After Eight Weihnachtsmann | AFTER EIGHT Orange 400g | AFTER EIGHT Citron 400g,"After Eight | After eight, Nestlé | After eight, Nestlé",append_candidate,direct,
aldi,aldi,Aldi,direct,beverages,DACH|UK_IE,DACH|UK_IE,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Aldi retailer/private-label brand line.,Zero Sugar Cola | SUPER SMOOTHIE THE Juice COMPANY MAXIMISE A DAILY | Cranberry juice drink,Aldi | Aldi | Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,beverages,UK_IE,UK_IE,Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Aldi retailer/private-label brand line.,Coconut Milk | Sooo Strawberry and Banana Smoothie,Aldi/Actileaf | ALDI | Aldi,append_candidate,direct,
aldi,aldi,Aldi,direct,snacks,FRANCE,FRANCE,Australia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Aldi retailer/private-label brand line.,Petit beurre | 6 Cannelés de Bordeaux Pays Gourmand Aldi | Moreno espresso,"Aldi, Les Malins Plaisirs | Aldi | Aldi, Choceur",append_candidate,direct,
aldi,aldi,Aldi,direct,snacks,FRANCE|UK_IE,FRANCE|UK_IE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Aldi retailer/private-label brand line.,All Butter Shortbread Fingers | Multigrain Crackers | Caramel & Sea salt Milk Chocolate,"Aldi, Specially Selected | Aldi | Aldi, Moser Roth",append_candidate,direct,
aldi bio,aldi bio,Aldi,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Aldi retailer/private-label brand line.,Crunchy Muesli Berries | Crunchy Muesli Choco-Amaranth | Crunchy Muesli Nuts,"Aldi Bio,Aldi | Aldi Bio,Aldi | Aldi Bio,Aldi",append_candidate,direct,
aldi harvest morn,aldi harvest morn,Aldi,direct,cereals,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Aldi,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Aldi retailer/private-label brand line.,Corn Flakes | Choco Shells | Triple Nut Granola,"Aldi (Harvest Morn),Harvest Morn | Aldi Harvest Morn | Aldi Harvest Morn",append_candidate,direct,
auchan,auchan,Auchan,direct,snacks,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Auchan retailer/private-label brand line.,Tortilla Chips Nature à l'huile de tournesol | Barquettes Abricot | BLANC MILKY et FUN,"Auchan | Auchan, Rik & Rok, Kids | Auchan",append_candidate,direct,
auchan mmm,auchan mmm,Auchan,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Auchan retailer/private-label brand line.,Florentins aux amandes effilées sur lit de chocolat au lait | Biscuits normands aux pommes à la crème d'Isigny | Gâche tranchée pur beurre,"AUCHAN MMM, Auchan Collection, Auchan Gourmet, Auchan Premium | AUCHAN MMM, Auchan, Terroir | AUCHAN MMM",append_candidate,direct,
boursin,boursin,Bel Group,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Other / not mapped to a company,3,Known Bel Group cheese brand.,Boursin® Apéritif Les roulés Jambon fumé Ail & Fines Herbes | Black pepper | Fromage au lait pasteurisé aux 3 noix et figue,"Bel, Boursin, Boursin apéritif | Bel, Boursin | Bel, Boursin",append_candidate,direct,
cadbury dairy milk,cadbury dairy milk,The Hershey Company,market_scoped,snacks,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Hershey Company,Other / not mapped to a company,The Hershey Company,3,Cadbury US licensing exception / Mondelez snack brand routing. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Roast Almond Milk Chocolate | Silk You Melt My... | HOLLOW EASTER EGGS,Cadbury Dairy Milk | Cadbury Dairy Milk | Cadbury Dairy Milk,append_candidate,direct,Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
carrefour,carrefour,Carrefour,direct,beverages,FRANCE|SOUTHERN_EUROPE|DACH,FRANCE|SOUTHERN_EUROPE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,3,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.","100% pur jus orange sans pulpe | Café au lait Chicorée | SANGRIA DOM JOSUE Boisson aromatisée à l'extrait d'agrumes, produite en France - Au vin d'Espagne","Carrefour | Carrefour | Carrefour, Dom Josué",append_candidate,direct,
carrefour,carrefour,Carrefour,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,3,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Yaourt à la GRECQUE NATURE | Fromage de brebis (Fêta) | Carrefour Sensation Kefir Lait Demi-Écrémé Fermenté,Carrefour | Carrefour | Carrefour,append_candidate,direct,
carrefour city,carrefour city,Carrefour,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,3,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Croissant | Pain chocolat (x 5) | Galette nocciola 6p,Carrefour city | Carrefour City | Carrefour City,append_candidate,direct,
carrefour veggie,carrefour veggie,Carrefour,direct,beverages,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,3,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Pomme betterave raisin cassis | Pomme Abricot Carotte Potiron | Veggie Betterave panais poire,"Carrefour Veggie, Carrefour | Carrefour Veggie, Carrefour | Carrefour Veggie",append_candidate,direct,
casino,casino,Groupe Casino,direct,beverages,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Groupe Casino,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Casino retailer/private-label brand line.,Exotique à l'eau de source | Thé glacé à la pêche | Thé vert - Aromatisé à la menthe - 25 sachets fraîcheur,Casino | Casino | Casino,append_candidate,direct,
casino,casino,Groupe Casino,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Groupe Casino,Manual review / complex ownership,Manual review / complex ownership,3,Obvious Casino retailer/private-label brand line.,Creme entiere | Comté râpé | Milch,Casino | Casino | casino,append_candidate,direct,
casino bio,casino bio,Groupe Casino,direct,cereals,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Groupe Casino,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Casino retailer/private-label brand line.,"Flocons d'avoine | Muesli floconneux raisins, canneberges, myrtilles, baies de goji, cerises, mûres blanches | Muesli croustillant","Casino bio | CASINO BIO, Casino | Casino Bio",append_candidate,direct,
casino delices,casino delices,Groupe Casino,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Groupe Casino,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Casino retailer/private-label brand line.,Savoureux Fruits Rouges et son biscuit pain de Gênes | La Fabuleuse Confiture de Lait | Les grandes tuiles aux amandes,Casino Délices | Casino Délices | Casino Délices,append_candidate,direct,
coop naturaplan,coop naturaplan,Coop,direct,cereals,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Coop,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Coop retailer/private-label brand line.,Müesli mit Beeren | Naturaplan Hirseflöckli Bio Campiuns | Muesli à l'épeautre,"Coop naturaplan, Naturaplan | COOP NATURAPLAN | Coop naturaplan",append_candidate,direct,
coop prix garantie,coop prix garantie,Coop,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Coop,Other / not mapped to a company,Manual review / complex ownership,3,Obvious Coop retailer/private-label brand line.,Brie Suisse À La Crème Rahm-Weichkäse | Jogurt nature partiellement écrémé | Lait entier standardisé,"Coop Prix Garantie, Prix Garantie | Coop Prix Garantie | Coop Prix Garantie",append_candidate,direct,
coop qualite and prix,coop qualite and prix,Coop,direct,beverages,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Coop,Other / not mapped to a company,Other / not mapped to a company,3,Obvious Coop retailer/private-label brand line.,Jus de Pomme | Swiss Alpina gazéifiée | Eau,"Coop Qualité & Prix, Qualité & Prix | Coop Qualité & Prix | Coop Qualité&Prix",append_candidate,direct,
crunch,crunch,Nestlé,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,3,Known Nestlé brand / brand line missing from proposed company mapping.,CRUNCH SNACK Barre chocolatée - 33g | Snack | CRUNCH mini figurines 144g,"Nestlé, Crunch | Nestlé, Crunch | Nestle nutrition, Nestlé, Crunch",append_candidate,direct,
danone,danone,Danone,direct,dairies,FRANCE|BENELUX,FRANCE|BENELUX,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Danone,Danone,3,Proposed company mapping is concrete; approve for launch.,"Cottage Cheese | Greek Style Joghurt, Zitrusfrüchte / Citrus | Aardbei",Danone | Danone | Danone,append_candidate,direct,
