query_category,observed_market_region_codes,current_primary_brand,proposed_primary_brand,detected_portfolio_group,detection_source,detection_reason,record_count,example_product_names,example_raw_brands
beverages,FRANCE,brasserie de tahiti,brasserie de tahiti,,no_change,no more-specific Top 9 portfolio brand detected,2,Hi-c pomme | Hi-C pomme fraise,"brasserie de tahiti, the coca-cola company | brasserie de tahiti, the coca cola company"
beverages,FRANCE,as nestle norge,as nestle norge,,no_change,no more-specific Top 9 portfolio brand detected,2,STARBUCKS By Nespresso House Blend 10 capsules | STARBUCKS By Nespresso Espresso Roast 10 capsules,"as nestlé norge, starbucks, by nespresso | as nestlé norge, starbucks, by nespresso"
snacks,FRANCE,nestle,buitoni,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,BUITONI PICCOLINIS mini-pizzas surgelées 3 Formaggi 270g (9 pièces) | Piccolinis Indiana,"nestlé,buitoni | nestlé,buitoni"
dairies,BENELUX|FRANCE,starbucks,discoveries,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Starbucks Noisette Macchiato | Caffè Latte,"starbucks, starbucks discoveries | starbucks, starbucks discoveries"
dairies,BENELUX|FRANCE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Nesquik all natural | Nesquik Shake,nestlé | nestlé
dairies,BENELUX|FRANCE,nestle,le viennois,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Le Viennois Chocolat | Le Viennois (Café),"nestlé, le viennois | nestlé, le viennois"
dairies,BENELUX|FRANCE,kraft,philadelphia,Mondelēz International,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,2,Philadelphia mousse nature | Philadelphia ail et fines herbes,"kraft, philadelphia | kraft, kraft foods, mondelèz international, philadelphia"
dairies,BENELUX|FRANCE|DACH,danone,danone,,no_change,no more-specific Top 9 portfolio brand detected,2,Petit Suisse Gervais | Fruix aux fruits mixés,danone | danone
dairies,BENELUX|FRANCE|DACH,ben and jerrys,ben and jerrys,,no_change,no more-specific Top 9 portfolio brand detected,2,Ben & Jerry's Moophoria Glace Pot Chocolat Cookie 500ml | Home Sweet Honey Comb,"ben & jerry's, unilever | ben & jerry's, unilever"
dairies,BENELUX|FRANCE|DACH,activia,activia,,no_change,no more-specific Top 9 portfolio brand detected,2,"Activia (Abricot, Fraise, Kiwi, Mangue) 8 Pots | Yaourt A la Grecque Pêche","activia, danone | activia, danone"
beverages,FRANCE,coca cola,mcdonalds,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Moyen Coca Cola Light | Moyen Coca-Cola®,"coca-cola, mcdonald's | coca-cola, mcdonald's"
snacks,FRANCE,lu,tuc,Mondelēz International,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,2,TUC | Tuc Original 3 x 100g,"lu,tuc,mondelez | lu, tuc, mondelez, mondelez international"
snacks,FRANCE,lu,milka,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,2,Milka LU | Milka LU,"lu, milka, mondelez | lu, milka, mondelez"
snacks,FRANCE,lu,mikado,Mondelez,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,2,Mikado Chocolat Noir | Mikado King,"lu, mikado, mondelez | lu, mikado, mondelez"
snacks,FRANCE,nestle,kit kat pops,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Kitkat pops noisettes & éclats de cacao | KITKAT POPS Peanut* 110g. *Cacahuète,"nestlé, kit kat pops | nestlé, kit kat pops"
snacks,FRANCE,nestle,kit kat mini break,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,KITKAT Mini Break Peanut Butter | KITKAT Mini Break White 104g,"nestlé, kit kat mini break | nestlé, kit kat mini break"
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,nestle,nestle pure life,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Nestlé Pure Life | Nestlé Pure Life,nestlé | nestlé
beverages,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|NORDICS|UK_IE|US_CANADA,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,2,Coca Cola Original taste | Cocacola original 500,coca-cola | coca-cola
snacks,FRANCE,nestle,menier,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Menier Pâtissier Tablette | MENIER PATISSIER Chocolat Noir lot de 2 x 200g,"nestlé, menier | nestlé, menier"
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,NESQUIK Cacao | NESQUIK ALL NATURAL 168g,"nestlé, nesquik | nestlé, nesquik"
cereals,US_CANADA,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,2,Spring Easter Basket Morsels and More | Crunchy oats,nestlé | nestlé
cereals,US_CANADA,nestle,cerelac,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Nestlé Cerelac | Cerelac Infant Cereals With Milk Mixed fruits & wheat,nestlé | nestle
beverages,UK_IE,dr pepper,dr pepper,,no_change,no more-specific Top 9 portfolio brand detected,2,Dr pepper zeroo | Dr Pepper,"dr pepper,coca cola | dr pepper,coca-cola"
beverages,UK_IE,coca cola,fanta,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Fanta Zero Orange 8pk | Fanta exotic,coca cola | coca cola
dairies,BENELUX|FRANCE,danone,light and free,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Light and Free Fraises | Fruits tropicaux sans M.G. / Tropische vruchten,"danone, light & free | danone, light & free"
snacks,FRANCE,nestle,bebe,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,P'tit Dej Croissance saveur Madeleine Chocolat | P'tits Fruits pommes ananas,"nestlé, nestlé bébé, bébé nestlé, p'tit dej, p'tit dej croissance | nestlé, nestlé bébé, p'tits fruits, bébé nestlé"
snacks,FRANCE,nestle,aero,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Aero chocolate | Aero,nestlé | nestlé
snacks,FRANCE,nestle,cini minis,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Cini Minis | Baton Cini Minis 25G,nestlé | nestlé
snacks,FRANCE,lanvin,lanvin,,no_change,no more-specific Top 9 portfolio brand detected,2,LANVIN Escargots Lait Amande 164g | LANVIN Escargots lait 164g,"lanvin, nestlé, lanvin l'escargot | lanvin, nestlé, lanvin l'escargot"
snacks,FRANCE,mondelez,milka,Mondelez,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Milka Schmunzelhase Alpenmilch 175G | Mignonnette Milka,mondelez | mondelez
,US_CANADA,nestle,toll house,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Nestle Toll House Chocolate Chip Cookie Dough 30 Oz | TOLL HOUSE Peanut Butter Chocolate Chip,nestlé | nestlé
snacks,FRANCE|SOUTHERN_EUROPE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,NESTLE NESQUIK Maxi Choco Barres de Céréales 6x25g | Cacao en polvo Nesquik,"nestlé, nesquik | nestlé, nesquik"
snacks,FRANCE,nestle,mini eggs,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Nestlé mini œufs lait | Nestlé mini œufs noir,"nestlé, mini eggs | nestlé, mini eggs"
snacks,FRANCE,nestle,ptite cereale,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,NESTLE P'TITE CEREALE 5 Céréales Saveur Biscuit 415g | P'TITE CEREALE 5 Céréales Saveur Noisette Biscuit-415g-Dès 12 mois,"nestlé, p'tite cereale | nestlé, nestlé p'tite céréale, p'tite cereale"
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,fanta,fanta,,no_change,no more-specific Top 9 portfolio brand detected,2,Fanta Original | Fanta limón zero azúcares,"fanta, the coca-cola company | fanta,coca-cola"
cereals,FRANCE|SOUTHERN_EUROPE,nestle,chocapic,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,Chocapic Choco Crush | Original Bio,"nestlé, chocapic | nestlé, chocapic"
beverages,UK_IE,pepsi cola,pepsi,PepsiCo,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,2,Pepsi Max Multipack | MAXIMUM TASTE NO SUGAR PEPSI MAX LIME,"pepsi-cola,pepsico,pepsi | pepsi-cola, pepsi"
beverages,UK_IE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,nesquik | Nesquik,nestle | nestlé
cereals,UK_IE,cheerios,cheerios,,no_change,no more-specific Top 9 portfolio brand detected,2,Oat cheerios | Cheerios Multigrain,"cheerios,nestlé | cheerios,nestle"
cereals,US_CANADA,nestle,nestum,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,Nestum 5 cereales | Nestum Arroz,"nestlé,nestum | nestlé,nestum"
beverages,BENELUX|NORDICS|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,2,Coke Original Taste | Coca-Cola,coca-cola | coca-cola
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,coca cola,coca cola,,no_change,no more-specific Top 9 portfolio brand detected,2,coca cola zero | Coca-Cola Zero zuccheri Zero caffeina,coca-cola® | coca-cola
snacks,FRANCE,nestle,la lechera,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,La lechera choco-avellana | Delicias Turrón La Lechera 2 Ud De,nestle | nestlé
snacks,FRANCE,nestle,nuts,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,"NUTS , Barre chocolatée de 42g, à l'unité | NUTS Barres chocolatées - 6x42g","nestlé, nuts | nestlé, nuts"
snacks,FRANCE,nestle,nespresso,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,Chocolat noir éclats de fèves de cacao | Cantuccini,"nestlé, nespresso | nestlé, nespresso"
snacks,FRANCE|SOUTHERN_EUROPE,hersheys,hersheys,,no_change,no more-specific Top 9 portfolio brand detected,2,Hershey's Kisses Cookies'n'creme | Pelon Pelo Rico,hershey's | hershey's
beverages,BENELUX|FRANCE|DACH,nestle,nescafe,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,Capsules NESCAFE DOLCE GUSTO Lungo Decaffeinato Boîte de 16 capsules | Grande Intenso,"nestle norge, dolce gusto, nescafe | nestlé, nescafé"
snacks,FRANCE|DACH,cailler,cailler,,no_change,no more-specific Top 9 portfolio brand detected,2,cuisine - Kakaopulver | Petit Beurre Lait-Noisette,"cailler,nestlé | cailler,kambly,nestlé"
snacks,FRANCE|DACH,nestle,lion,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,Lion 2 go | LION White barre chocolatée 42g,"nestlé, lion | nestlé, lion, lion white"
cereals,FRANCE,nestle,koko krunch,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Koko Krunch | Koko Krunch Chocolate Flavoured Wheat Curls Breakfast Cereal 500G,nestlé | nestlé
cereals,FRANCE,nestle,fitness,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,FITNESS Miel amandes | Fitness chocolat noisette,"nestlé, fitness | nestlé, fitness"
cereals,FRANCE|DACH|SOUTHERN_EUROPE,nestle,nat,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,NESTLE NAT HONEY CRUNCHIES Cerealien | NESTLE NAT Leckere Frühstücksflakes,"nestlé, nat, nat honey crunchies, nestle nat honey crunchies | nestlé,nat"
cereals,FRANCE|DACH,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,2,Chokella,nestle | nestlé
cereals,FRANCE|DACH,nestle,cookie crisp,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,NESTLE COOKIE CRISP Céréales 625g | NESTLE COOKIE CRISP Cerealien,"nestlé, cookie crisp | nestlé, nestle cookie crisp"
beverages,UK_IE,nescafe,nescafe,,no_change,no more-specific Top 9 portfolio brand detected,2,Nescafé Gold Crema | Nescafé Latte,"nescafé,nestlé | nescafé, nestle"
beverages,UK_IE,monster,monster energy,Coca-Cola,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,2,Nitro Super Dry | PIPELINE PUNCH 617 PUNCH MONSTER CH EN,"monster,monster energy,coca-cola company | monster,monster energy,coca-cola company"
beverages,UK_IE,volvic,volvic,,no_change,no more-specific Top 9 portfolio brand detected,2,Touch of Peach & Raspberry Sugar Free | Touch of Cherry Sugar Free,"volvic, danone | volvic, danone"
beverages,UK_IE,unilever,pg tips,Unilever,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,PG tips | PG tips tasty decaf,unilever | unilever
beverages,UK_IE,the coca cola company,the coca cola company,,no_change,no more-specific Top 9 portfolio brand detected,2,Coca-Cola | Mezzo mix berry love,the coca-cola company | the coca cola company
beverages,UK_IE,sanpellegrino,san pellegrino,Nestlé,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,2,Natural mineral water | Limonata organic,"sanpellegrino,san pellegrino,nestlé | sanpellegrino, san pellegrino, nestlé"
cereals,FRANCE|SOUTHERN_EUROPE,nestle,lion,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Lion | Lion Cioccolato e Caramello,nestlé | nestlé
,FRANCE|UK_IE,heinz,heinz,,no_change,no more-specific Top 9 portfolio brand detected,2,Spaghetti Hoops | Heinz spagetti hoops,heinz | heinz
beverages,US_CANADA,coca cola,coke,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Coca-cola Coke - Classic | Diet Coke,"coca-cola, coke | coca-cola, coke"
beverages,US_CANADA,hersheys,hersheys,,no_change,no more-specific Top 9 portfolio brand detected,2,Milk booster syrup | Milk Chocolate Hot Cocoa Mix,hershey's | hershey's
beverages,US_CANADA,heinz,heinz,,no_change,no more-specific Top 9 portfolio brand detected,2,Peach iced tea | Liquid water enhancer,heinz | heinz
beverages,US_CANADA,fanta,fanta,,no_change,no more-specific Top 9 portfolio brand detected,2,Orange soda | Fanta Tropical,"fanta,coca-cola | fanta,coca-cola company"
cereals,FRANCE,nestle,cini minis,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Cini Minis | Cini minis,nestlé | nestlé
cereals,DACH|UK_IE,nestle,shreddies,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,shreddies | Shreddies the honey one,nestle | nestlé
beverages,UK_IE,pepsico,pepsi,PepsiCo,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Pepsi Electric | Pepsi cream soda 500ml,pepsico | pepsico
beverages,US_CANADA,coca cola,fanta,Coca-Cola,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Fanta | Fanta,coca-cola | coca cola
snacks,FRANCE,pepsico,pepsico,,no_change,no more-specific Top 9 portfolio brand detected,2,"Nacho cheese | Snack a Jacks Reiswaffeln,Caramel Flavour",pepsico | pepsico
snacks,FRANCE,pepsico,doritos,PepsiCo,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Doritos | Doritos pure paprika flavour,pepsico | pepsico
snacks,FRANCE,oreo,oreo,,no_change,no more-specific Top 9 portfolio brand detected,2,Oreo Dark and White Chocolate Flavoured Cream Sandwich Cookies | Oreo cake,"oreo, mondelez international | oreo,mondelez"
snacks,FRANCE,toblerone,toblerone,,no_change,no more-specific Top 9 portfolio brand detected,2,Toblerone | Toblerone,"toblerone, mondelez international | toblerone,mondelez"
snacks,FRANCE|DACH,mondelez,olza,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Prince Polo XXL Mleczne | Olza Prince Polo Classic Crispy Wafer With Cocoa Cream Topped With Chocolate,"mondelez, olza, prince polo | mondelez, olza"
snacks,FRANCE|DACH,mondelez,milka,Mondelez,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Milka au lait | Milka Strawberry,mondelez | mondelez
snacks,FRANCE|DACH,kitkat,kitkat,,no_change,no more-specific Top 9 portfolio brand detected,2,KitKat CHUNKY Funky | Chunky White Chocolate,"kitkat, nestlé | kitkat - nestle"
beverages,BENELUX|FRANCE|DACH,sprite,sprite,,no_change,no more-specific Top 9 portfolio brand detected,2,"Sprite Zitrone-Limette ohne Zucker | Sprite Zero 1,5L","sprite zero, the coca cola companysprite | sprite, the coca-cola company, coca-cola europacific partners de"
beverages,US_CANADA,pure leaf,pure leaf,,no_change,no more-specific Top 9 portfolio brand detected,2,Honey Green Tea | Diet Peach,"pure leaf,lipton,unilever | pure leaf, unilever, lipton"
snacks,US_CANADA,the hershey company,rolo,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Rolo chewy caramels in milk chocolate | Rolo,the hershey company | the hershey company
cereals,BENELUX|FRANCE,nestle,crunch,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,crunch | Crunch,"nestlé, crunch | nestlé, crunch"
cereals,BENELUX|FRANCE,lu,lu,,no_change,no more-specific Top 9 portfolio brand detected,2,Cracotte Céréale complète 98% céréales | Cracottes Multi-Céréales,"lu, mondelez | lu, mondelez"
beverages,US_CANADA|FRANCE,pepsi,pepsi,,no_change,no more-specific Top 9 portfolio brand detected,2,Diet Pepsi | DIET PEPSI,pepsi | pepsi
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,nestle,fitness,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,Original Nature | Bio Avoine,"nestlé,fitness | nestlé, fitness"
snacks,US_CANADA,mondelez,nabisco triscuit,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Organic Original - Crackers | Four Cheese & Herb,"mondelez, nabisco-triscuit | mondelez, nabisco-triscuit"
snacks,US_CANADA,mondelez,nabisco,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Oreos | Organic Original Wheat Thins,"mondelez,nabisco | mondelez,nabisco"
,FRANCE,nestle,bebe,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Nestlé P'tit Déj saveur Vanille Gourmande | P'tit Dej Croissance Saveur Chocolat Noisette,"nestlé, nestlé bébé | nestlé, nestlé bébé"
,FRANCE,nestle,nestum,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Nestum Mel Clássico | Nestum Mix Miel,nestlé | nestlé
snacks,FRANCE|SOUTHERN_EUROPE,artiach,artiach,,no_change,no more-specific Top 9 portfolio brand detected,2,Dinosaurus | Dinosaurus,"artiach,mondelez | artiach,mondelez"
snacks,FRANCE|NORDICS,mondelez,norge as,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,DAIM DUBBEL | Kvikk Lunsj,mondelez norge as | mondelez norge as
,US_CANADA,nestle,nestle,,no_change,no more-specific Top 9 portfolio brand detected,2,Raw Cookie Dough | Chocolate chip edible cookie dough,nestlé | nestlé
,US_CANADA,kraft,kraft,,no_change,no more-specific Top 9 portfolio brand detected,2,Macaroni & cheese dinner - minions | Easy mac unicorn shapes mac cheese dinner cups,kraft | kraft
snacks,FRANCE|NORDICS,freia,freia,,no_change,no more-specific Top 9 portfolio brand detected,2,Melkesjokolade Popcorn & sprø mais med er dryss havsalt | Melkesjokolade Salt Lakris,"freia, mondelez, mondelez international | freia, mondelez"
snacks,FRANCE|SOUTHERN_EUROPE,mondelez,saiwa,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Classico | Ciok con tavoletta di cioccolato al latte,"mondelez, saiwa | mondelez, saiwa"
dairies,FRANCE|SOUTHERN_EUROPE,danacol,danacol,,no_change,no more-specific Top 9 portfolio brand detected,2,Danacol Natural | DANACOL NUECES Y AVENA,"danacol, danone | danacol, danone"
dairies,FRANCE|SOUTHERN_EUROPE,mondelez,mondelez,,no_change,no more-specific Top 9 portfolio brand detected,2,Sottilette le Originali Classiche | Crema de queso para untar sin lactosa,mondelez international | mondelez
dairies,FRANCE|SOUTHERN_EUROPE,kraft,kraft,,no_change,no more-specific Top 9 portfolio brand detected,2,Sottilette classiche | Formaggino fuso omogeneizzato,"kraft | kraft heinz, plasmon"
dairies,FRANCE|SOUTHERN_EUROPE,hersheys,hersheys,,no_change,no more-specific Top 9 portfolio brand detected,2,Hershey Giant Milk Chocolate | Brik toons,hershey's | hershey's
dairies,FRANCE|SOUTHERN_EUROPE,danone,light and free,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Light & free skyr sur lit mangue passion 145 g x 1 | Light & Free Triple Zero con Coco,"danone, light & free, light & free skyr | danone,light & free"
dairies,FRANCE|SOUTHERN_EUROPE,philadelphia,philadelphia,,no_change,no more-specific Top 9 portfolio brand detected,2,Philadelphia Light | Original,"philadelphia,mondelez | philadelphia,mondelez"
dairies,FRANCE|SOUTHERN_EUROPE,nestle,nesquik,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,Nesquik Go!! | Lait Aromatisé Nesquik,nestlé | nestlé
dairies,FRANCE|DACH|SOUTHERN_EUROPE,mondelez,mondelez,,no_change,no more-specific Top 9 portfolio brand detected,2,,mondelez | mondelez
beverages,FRANCE|DACH,nestle,lipton,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,2,Lipton Thé Noir Fruits Rouges 12 Capsules | Infusion Nuit Tranquille,"nestlé, lipton | nestlé, lipton"
beverages,FRANCE|DACH,nestle,henniez,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,Acqua minerale naturale | Acqua minerale naturale leggermente frizzante,"nestlé, henniez | nestlé, henniez"
dairies,FRANCE|DACH,nestle,nido,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,2,NIDO MILK 1800G | Nido Fortifié,nestlé | nestlé
dairies,FRANCE|SOUTHERN_EUROPE,danone,activia,Danone,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,2,Activia | Fibre bianco cereali,"danone, activia | danone, activia"
snacks,US_CANADA,planters,kraft,Kraft Heinz,top_company_portfolio_matrix_off_brands,known portfolio brand appears in OFF brands field,2,Honey Roasted Peanuts | Hot and spicy cashews,"planters,kraft | planters, kraft"
snacks,US_CANADA,ritz,ritz,,no_change,no more-specific Top 9 portfolio brand detected,2,Peanut Butter Cracker Sandwich | Crisp and thins salt and vinegar chips,"ritz crackers,nabisco,mondelez international | ritz, mondelez"
,FRANCE,maison lou cocal,maison lou cocal,,no_change,no more-specific Top 9 portfolio brand detected,2,Biscottes aux 5 céréales | Mini-Biscottes aux Figues,maison lou cocal | maison lou cocal
beverages,US_CANADA,sprite,sprite,,no_change,no more-specific Top 9 portfolio brand detected,2,Lemon lime soda | Sprite,"sprite, coca-cola | sprite,cocacola"
snacks,US_CANADA|FRANCE|SOUTHERN_EUROPE,milka,milka,,no_change,no more-specific Top 9 portfolio brand detected,1,Choco sticks,"milka,mondelez"
,BENELUX|FRANCE|DACH,nestle,buitoni,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,Pâte pizza Classica original,"nestlé, buitoni"
,BENELUX|FRANCE|SOUTHERN_EUROPE,biaglut,biaglut,,no_change,no more-specific Top 9 portfolio brand detected,1,Pate sans gluten,"biaglut, kraft heinz"
,DACH|FRANCE,maggi,maggi,,no_change,no more-specific Top 9 portfolio brand detected,1,Noodle Cup - Chicken Taste,"maggi, nestlé"
,FRANCE,amino,amino,,no_change,no more-specific Top 9 portfolio brand detected,1,Noodles haricots au lard,"amino, unilever"
snacks,US_CANADA,triscuit,triscuit,,no_change,no more-specific Top 9 portfolio brand detected,1,Fire Roasted Tomato And Olive Oil,"triscuit, mondelez, nabisco-triscuit"
snacks,US_CANADA,toll house,toll house,,no_change,no more-specific Top 9 portfolio brand detected,1,Semi-Sweet Morsels,"toll house,nestle"
snacks,US_CANADA,the hershey compsny,the hershey compsny,,no_change,no more-specific Top 9 portfolio brand detected,1,Reese’s Oreo,the hershey compsny
snacks,US_CANADA,the hershey company,payday,Hershey,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,PAYDAY Peanut Caramel Bar,the hershey company
,FRANCE,nestle,carnation,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Graines de Chia,nestle carnation
,FRANCE,nestle,cereal partners,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Estrellitas saveur Galleta Maria,"nestlé, cereal partners"
,FRANCE,nestle,cheerios,Nestlé,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; portfolio brand appears in OFF brands field,1,NESTLE CHEERIOS Céréales 375g,"nestlé, cheerios"
,FRANCE,nestle,chocapic,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Chocapic maxi 750G,nestlé
,FRANCE,nestle,dessert,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Muesli voeni,nestlé dessert
snacks,US_CANADA,pepsico,pepsico,,no_change,no more-specific Top 9 portfolio brand detected,1,Kurkure Naughty Tomato,pepsico
snacks,US_CANADA,reeses,reeses,,no_change,no more-specific Top 9 portfolio brand detected,1,Reese's Pieces bag,"reese's,hershey"
snacks,US_CANADA,nestle,damak,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Damak Dark Chocolate with Pistachios,nestle
snacks,US_CANADA,nestle,drumstick,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Kit kat drumstick,nestle
snacks,US_CANADA,nestle,kitkat,,top_company_portfolio_matrix_off_brands,current primary brand is parent/company token; another OFF brand token needs brand-level review,1,Salted Caramel,nestlé kitkat
snacks,US_CANADA,nestle,milo,Nestlé,top_company_portfolio_matrix_product_name,current primary brand is parent/company token; portfolio brand appears in product name,1,Milo,nestle
