normalized_brand,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,primary_brand_db,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action,ownership_resolution_status_original,status_correction_note
quaker,PepsiCo,direct,snacks,FRANCE|US_CANADA,FRANCE|US_CANADA,quaker,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,5,Known PepsiCo brand / regional alias missing from proposed mapping.,"SWEET BARBECUE RICE CRISPS | Strawberry soft baked bars squares with fruit filling, strawberry | Blueberry nut baked flats crispy snack bars | Chewy Chocolate Chip Granola Bars | Digestive biscuit",Quaker | Quaker | Quaker | Quaker | Quaker,append_candidate,direct,
lactel,Lactalis,direct,beverages,FRANCE,FRANCE,lactel,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,5,Known Lactalis brand.,Milumel premigest | Caffe Latte | Lactel Max Fraise | Lactel café au. Lait | Babysoif Mes 1ères boissons Fleur d'Oranger,"Lactel, Milumel | Lactel | Lactel | Lactel | Babysoif, Lactel, Milumel",append_candidate,direct,
carrefour,Carrefour,direct,dairies,FRANCE|DACH,FRANCE|DACH,carrefour,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Beurre gastronomique demi-sel | Tomme de Brebis | Burrata | Lait des campagnes demi-écrémé | Lait des campagnes du centre de la France,Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate,direct,
Oreo,Mondelēz International,direct,snacks,FRANCE|UK_IE,FRANCE|UK_IE,oreo,France | Bulgaria,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,5,Known Mondelēz brand / regional Cadbury routing outside US.,Crispy and thin chocolat | Oreo Thins | Original Oreo | Oreo Original Night Twist | oreo double cream,Oreo | Oreo | Oreo | Oreo | Oreo,append_candidate,direct,
carrefour,Carrefour,direct,beverages,FRANCE|DACH,FRANCE|DACH,carrefour,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Eau minérale naturelle des Alpes MONTCLAR | Sirop de grenadine | Blanc de blancs Brut | Crème de pêche de vigne | Café soluble intense,"Carrefour | Carrefour, Groupe Carrefour | Carrefour,J. Kieffer | Carrefour, Louis HONORE | Carrefour",append_candidate,direct,
carrefour,Carrefour,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,carrefour,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Crunchy 5 fruits secs | Crunchy 4 noix | Crocks choco | Fibra | Corn flakes,Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate,direct,
tesco finest,Tesco,direct,beverages,UK_IE,UK_IE,tesco finest,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Tesco,Other / not mapped to a company,Manual review / complex ownership,5,Obvious Tesco retailer/private-label brand line.,Malbec | Rioja viña de cuba | Pouilly fumé | South African Shiraz | Crianza Rioja,"Tesco finest | Tesco Finest,Tesco | Tesco finest, Tesco | Tesco Finest,tesco | Tesco Finest,tesco",append_candidate,direct,
carrefour,Carrefour,direct,cereals,BENELUX|FRANCE,BENELUX|FRANCE,carrefour,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Flocons d'avoine | Muesli de luxe | Muesli Superfruit | Granola crunchy | Corn Flakes bio,Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate,direct,
light and free,Danone,direct,dairies,UK_IE,UK_IE,light and free,United Kingdom | Ireland,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Other / not mapped to a company,Other / not mapped to a company,5,Known Danone brand / brand line missing from proposed company mapping.,Greek Style Yogurt | Light & Free Greek Style Yogurt | Greek Style Yogurt | Light and free | Light &free,"Light & Free | Light & Free,Danone | Light & Free | Light & Free | Light & Free,Danone",append_candidate,direct,
Nesquik,Nestlé,direct,cereals,FRANCE|DACH,FRANCE|DACH,nesquik,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Manual review / complex ownership,Manual review / complex ownership,5,Known Nestlé brand / brand line missing from proposed company mapping.,NESTLE NESQUIK Céréales 375g | NESTLE NESQUIK Cerealien | NESQUIK Céréales 750g | Nesquik au riz souflé | NESQUIK Céréales Petit Déjeuner Crunchy Mueslis,"Nestle, Nesquik | Nestlé, CPW, Nesquik, Nestle nesquik | Nestlé, Nesquik | Nestlé, Nesquik | Nestlé, Nesquik",append_candidate,direct,
lidl,Lidl,direct,snacks,FRANCE|UK_IE,FRANCE|UK_IE,lidl,France | Czech Republic,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lidl,Manual review / complex ownership,Manual review / complex ownership,5,Obvious Lidl retailer/private-label brand line.,Wholegrain rice cakes | Pet Christmas Costume Packaging | Caramel Bars | Sondey - Cookies chocolat blanc et cranberries | Dark Chocolate - Peru,"Lidl | Lidl, Nobleza | Lidl, Mister Choc | Lidl | Lidl",append_candidate,direct,
Cadbury,Mondelēz International,market_scoped,snacks,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,cadbury,Spain,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Mondelēz International,Mondelēz International,5,Proposed company mapping is concrete; approve for launch. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,DAIRY MILK WHOLE NUT | Dairy Milk Caramel | Dairy Milk Caramel | Animals with Freddo,Cadbury | Cadbury | Cadbury | Cadbury | Cadbury,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
Cadbury,Mondelēz International,market_scoped,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,cadbury,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Mondelēz International,Mondelēz International,5,Proposed company mapping is concrete; approve for launch. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.,Cadburry Fingers Biscuits Covered With Milk Chocolate | Dairy Milk | Freddo biscuits | dairy milk,Cadbury | Cadbury | Cadbury | Cadbury | Cadbury,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct. | Cadbury ownership/routing is market-sensitive; status corrected to market_scoped before launch upsert.
carrefour discount,Carrefour,direct,dairies,FRANCE,FRANCE,carrefour discount,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.","Emmental | Île flottante sur lit de crème anglaise | 12 Petits Suisses (10,4 % MG) | Lait concentré sucré | Lait concentré non sucré","Carrefour Discount | Carrefour Discount, Carrefour | Carrefour Discount | Carrefour Discount,Carrefour | Carrefour Discount",append_candidate,direct,
carrefour le marche,Carrefour,direct,dairies,FRANCE,FRANCE,carrefour le marche,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Other / not mapped to a company,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",tomme de Savoie | Comté | entremet noisette 6/8 parts | Comte aop 20 mois | Etorki,Carrefour-le-marche | Carrefour-le-marche | Carrefour-le-marche | Carrefour Le Marché | Carrefour Le Marché,append_candidate,direct,
kiri,Bel Group,direct,dairies,BENELUX|FRANCE|DACH,BENELUX|FRANCE|DACH,kiri,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,5,Known Bel Group cheese brand.,Dippi | Frische Milch & Rahm / Lait frais & Crème | Kiri 8p 160g | Kiri® Goûter 5 barquettes | Kiri goûter (8 portions) format famiial,"Kiri | Kiri | Kiri | Bel, Kiri, Kiri gouter | Bel,Kiri,Kiri gouter",append_candidate,direct,
Fuze Tea,The Coca-Cola Company,direct,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,fuze tea,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,5,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Fuzetea limone | Tè nero limone e lemongrass | Fuzetea Pesca | Limón | FUZE TEA Limone e Lemongrass - Senza Zuccheri,"Fuze Tea, Fuzetea | Fuze Tea | Fuze Tea, Fuzetea | fuze tea | Fuzetea",append_candidate,direct,
la vache qui rit,Bel Group,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,la vache qui rit,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Other / not mapped to a company,Other / not mapped to a company,5,Known Bel Group cheese brand.,La Vache qui rit jambon 8 portions | La Vache Qui Rit Slices Original | La Vache qui rit | La Vache qui rit saveur jambon | Pik&amp;croq,La vache qui rit ® | La Vache qui rit | La vache qui rit | La vache qui rit | La vache qui rit,append_candidate,direct,
kiri,Bel Group,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,kiri,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,5,Known Bel Group cheese brand.,Kiri à tartiner | Fromage a tartiner | Kiri® Crème 12 portions | Kiri Fouetté Pot | Kiri à la Crème de Lait,"Kiri | Kiri | Kiri | Kiri | Bel, Kiri",append_candidate,direct,
la vache qui rit,Bel Group,direct,dairies,FRANCE|DACH,FRANCE|DACH,la vache qui rit,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Bel Group,Other / not mapped to a company,Other / not mapped to a company,5,Known Bel Group cheese brand.,Fromage La Vache qui rit 32 portions (19 % MG) | La Vache qui rit 24 portions | La vache qui rit | VACHE QUI RIT ORIGINAL,"LA VACHE QUI RIT ® | La vache qui rit,Pik et croq | La vache qui rit | La vache qui rit | La vache qui rit",append_candidate,direct,
carrefour,Carrefour,direct,snacks,FRANCE|DACH,FRANCE|DACH,carrefour,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Palets bretons | Croissant aux amandes | Mini gaufres poudrées au sucre | Chips Paysanne Bio | Sprits,"Carrefour | Carrefour | Carrefour | Carrefour | Carrefour, Continental, Continental Bakeries",append_candidate,direct,
tesco,Tesco,direct,dairies,UK_IE|US_CANADA,UK_IE|US_CANADA,tesco,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Tesco,Manual review / complex ownership,Manual review / complex ownership,5,Obvious Tesco retailer/private-label brand line.,Salted Butter | Cream Horns | Fat free quark | Mozzarella Sticks | Feta Cubes,Tesco | Tesco | Tesco | Tesco | Tesco,append_candidate,direct,
carrefour market,Carrefour,direct,snacks,FRANCE,FRANCE,carrefour market,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Pains aux raisins | Millefeuille | Madeleines au chocolat | Nougat Blanc Cacahuètes | American cookie chocolat blanc cranberries,Carrefour Market | Carrefour Market | Carrefour Market | Carrefour Market | Carrefour Market,append_candidate,direct,
Carrefour Kids,Carrefour,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,carrefour kids,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Toons goût chocolat | Marshmallows | Mini Circle Goût chocolat | Tikito au chocolat au lait | Choco fourré,"Carrefour, Carrefour kids | Carrefour, Carrefour kids | Carrefour, Carrefour Kids | Carrefour, Carrefour Kids | Carrefour,Carrefour Kids",append_candidate,direct,
carrefour,Carrefour,direct,dairies,US_CANADA,US_CANADA,carrefour,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Manual review / complex ownership,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Mozzarella | Crème fraîche épaisse légère 15% | Bethmale de chèvre | Comté AOP affinage 30 mois | Lapte semidegresat,Carrefour | Carrefour | Carrefour | Carrefour | Carrefour,append_candidate,direct,
Toblerone,Mondelēz International,direct,snacks,FRANCE|US_CANADA,FRANCE|US_CANADA,toblerone,France | Andorra,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Mondelēz International,Manual review / complex ownership,Manual review / complex ownership,5,Known Mondelēz brand / regional Cadbury routing outside US.,Milk chocolate | Swiss milk chocolate candy bar | Toblerone chocolate bar milk | Toblerone Fruit & Nut Chocolate Large Bar | Toblerone chocolate bar dark,"Toblerone | Toblerone | Toblerone | Toblerone | Toblerone, mondelez",append_candidate,direct,
le rustique,Savencia,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,le rustique,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Other / not mapped to a company | Manual review / complex ownership,5,Known Savencia cheese brand.,"Camembert (20 % MG) | Au bon Goût de brie | Fondue - rectte savoyarde aux 3 fromages | Fondue, Recette Savoyarde au 3 fromages | Le Rustique, Au lait demi-écrémé (11 % MG)","CF&R, Le Rustique, Savencia | CF&R, Le Rustique | CF&R,Le Rustique,Savencia | CF&R,Le Rustique,Savencia | Le Rustique",append_candidate,direct,
président,Lactalis,direct,dairies,NORDICS|FRANCE,NORDICS|FRANCE,président,Denmark,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,5,Known Lactalis brand.,Camembert | RONDELE AU BLEU 125g | Comté Le Montarlier affiné 6 mois | President petit brie 500g | President emmental coeur de meule 400g,"President | Président, Rondelé | Président | Président | Président",append_candidate,direct,
Sprite,The Coca-Cola Company,direct,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,sprite,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,5,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,"Sprite | sprite slim 25cl | Refrigerante Sprite Zero 1,5 L | Sprite Regular | Lima-Limão",Sprite | Sprite | Sprite | Sprite | Sprite,append_candidate,direct,
st môret,Savencia,direct,dairies,FRANCE|DACH,FRANCE|DACH,st môret,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,5,Known Savencia cheese brand.,Fromage | Le coffret du Fromager | St Môret | St Môret nature | Le Goût Primeur format familial,"ST MÔRET | St Moret | St Môret | Fromarsac, Savencia, St Môret | Savencia, St Moret",append_candidate,direct,
Sprite,The Coca-Cola Company,direct,beverages,UK_IE,UK_IE,sprite,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to The Coca-Cola Company,Manual review / complex ownership,Manual review / complex ownership,5,Known Coca-Cola system brand; route to The Coca-Cola Company at company layer.,Sprite | Sprite | Sprite Zero | LEMON-LIME FLAVOURED | Sprite mini 150 ml,Sprite | Sprite | Sprite | Sprite | Sprite,append_candidate,direct,
sainsburys,Sainsbury's,direct,cereals,UK_IE|US_CANADA,UK_IE|US_CANADA,sainsburys,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,5,Obvious Sainsbury’s retailer/private-label brand line.,Oats & Honey Balance | High Protein Peanut Granola | Swiss style muesli | Golden Syrup Flavour Porridge | Apple & Cinnamon Crisp,Sainsbury's | Sainsbury's | Sainsbury's | Sainsbury's | Sainsbury’s,append_candidate,direct,
carrefour discount,Carrefour,direct,beverages,FRANCE,FRANCE,carrefour discount,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Cappucino sans sucres ajoutés | Eau de source | Sirop de Citron | Préparation pour boisson instantanée au cacao maigre | Préparation pour boisson cacaotée,"carrefour discount | Carrefour discount | Carrefour discount | carrefour discount,Carrefour | Carrefour Discount,Carrefour",append_candidate,direct,
Pepsi,PepsiCo,direct,beverages,DACH|UK_IE,DACH|UK_IE,pepsi,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,5,Known PepsiCo brand / regional alias missing from proposed mapping.,Pepsi Max | Pepsi max lime500ml | Pepsi Max Mango | REFRESHING 7UP TASTE. ZERO SUGAR up ZERO SUGAR FR | Pepsi,Pepsi | Pepsi | Pepsi | Pepsi | Pepsi,append_candidate,direct,
président,Lactalis,direct,dairies,UK_IE,UK_IE,président,United Kingdom | Czech Republic,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,5,Known Lactalis brand.,Emmental Slices | president Lighter | Grated emmental cheese | Cheddar cheese slices | Emmental,"President | president | President | Président,Lactalis | Président",append_candidate,direct,
marque repere,E.Leclerc,direct,snacks,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,marque repere,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,5,Marque Repère is an E.Leclerc private-label brand.,Tablette d’or blanc intense 2X100G | 10 Pains au lait au levain | Pop corn caramel | Baguettes viennoises | Les Minis sablés cereale,"Marque Repère, Tablette d'Or | Marque Repère, Épi d'Or | Marque Repère, Tokapi | Marque Repère, Epi d'Or | Marque Repère, P'tit Déli",append_candidate,direct,
marque repere,E.Leclerc,direct,dairies,FRANCE|DACH,FRANCE|DACH,marque repere,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to E.Leclerc,Manual review / complex ownership,Manual review / complex ownership,5,Marque Repère is an E.Leclerc private-label brand.,Beurre de Bretagne demi sel | Emmental râpé | Maasdam Les Croises 26.9%mg | Mozzarella - format familial | Comté au lait cru,"Marque Repère, Les Croisés | Marque Repère, Les Croisés, Scamark (Filiale E. Leclerc) | Marque Repère, Les Croisés | Marque Repère, Les Croisés | Marque Repère, Les Croisés",append_candidate,direct,
monoprix bio,Monoprix,direct,cereals,FRANCE,FRANCE,monoprix bio,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Monoprix,Other / not mapped to a company,Manual review / complex ownership,5,Obvious Monoprix retailer/private-label brand line.,Muesli bio | Céréales soufflées au chocolat Bio | Muesli Croustillant Chocolat Noir | Muesli croustillant fruits rouges Bio Monoprix | Céréales fourrées chocolat noisettes,"MONOPRIX BIO !, Monoprix | MONOPRIX BIO ! | Monoprix Bio | MONOPRIX BIO ! | MONOPRIX BIO !",append_candidate,direct,
Carrefour Extra,Carrefour,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,carrefour extra,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",PARMIGIANO REGGIANO AOP en copeaux Plus de 12 mois d'affinage | Parmigiano reggiano | PARMIGIANO REGGIANO AOP Plus de 18 mois | Pecorino Romano AOP | Burrito di bufala,"Carrefour, Carrefour extra | Carrefour, Carrefour Extra | Carrefour, Carrefour Extra | Carrefour Extra | Carrefour Extra",append_candidate,direct,
Cheerios,Cereal Partners Worldwide,market_scoped,cereals,UK_IE,UK_IE,cheerios,United Kingdom | Ireland,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,Cereal Partners Worldwide,Cereal Partners Worldwide | Manual review / complex ownership,5,Proposed company mapping is concrete; approve for launch.,multigrain cheerios | Nestle Cheerios Honey 515g | Oat cheerios | Cheerios Multigrain | nestle cheerios,"Cheerios | Cheerios | Cheerios,Nestlé | Cheerios,Nestle | Nestle,Cheerios",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Carrefour Kids,Carrefour,direct,snacks,FRANCE,FRANCE,carrefour kids,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",BREAKS Goût tout Chocolat | Breakz goût chocolat | Breaks chocolat x2 | Biscuits fourres gout vanille | FUN BOX,"Carrefour Kids,Carrefour | Carrefour Kids,Carrefour | Carrefour Kids,Carrefour | Carrefour kids | Carrefour, Carrefour Kids",append_candidate,direct,
Carrefour Sensation,Carrefour,direct,beverages,FRANCE,FRANCE,carrefour sensation,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Sirop Thé Pêche | Fruity mix sirop pêche abricot | Orange carotte | Ice tea saveur pêche zéro sucres | Cola Saveur Vanille,"Carrefour,Carrefour Sensation | Carrefour, Carrefour Sensation | Carrefour, Carrefour Sensation | Carrefour sensation | CARREFOUR SENSATION, Carrefour",append_candidate,direct,
Carrefour Sensation,Carrefour,direct,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,carrefour sensation,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Ethiopia | Brazil | Citronnade | Dolce | Thé vert nature,"Carrefour, Carrefour Sensation | Carrefour, Carrefour Sensation | Carrefour, Carrefour Sensation | Carrefour, Carrefour Sensation | Carrefour, Carrefour Sensation",append_candidate,direct,
auchan,Auchan,direct,beverages,BENELUX|FRANCE,BENELUX|FRANCE,auchan,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Auchan,Manual review / complex ownership,Manual review / complex ownership,5,Obvious Auchan retailer/private-label brand line.,Grande | Sirop de Fruits de la Passion | Eau de source de montagne | Cocodream - Liqueur à base de rhum | Boisson multifruits,Auchan | Auchan | Auchan | Auchan | Auchan,append_candidate,direct,
quaker,PepsiCo,direct,cereals,US_CANADA|FRANCE,US_CANADA|FRANCE,quaker,Canada,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,5,Known PepsiCo brand / regional alias missing from proposed mapping.,"One Minute Oats | Life | Life whole grain cereal cinnamon | Harvest Crunch Granola Cereal Original | Croque Nature chocolat noir, canneberges et amendes","Quaker | Quaker | Quaker | Quaker | PepsiCo, Quaker",append_candidate,direct,
Carrefour Classic,Carrefour,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,carrefour classic,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Carrefour,Other / not mapped to a company,Manual review / complex ownership | Other / not mapped to a company,5,"Carrefour brand/private-label/store-format row; brand entity should stay as normalized_brand, parent_company should be Carrefour.",Nata montada ligera | Bifidus pruneau | Yogur líquido edulcorado 0% grasa 0% azúcares | FRUTAS pêche | Beurre Gastronomique Doux,"Carrefour, Carrefour classic | Carrefour, Carrefour Classic | Carrefour, Carrefour classic | Carrefour classic,Carrefour | CMI (Carrefour Marchandises Internationales),Carrefour,Groupe Carrefour,Carrefour Classic",append_candidate,direct,
quaker,PepsiCo,direct,cereals,UK_IE|US_CANADA,UK_IE|US_CANADA,quaker,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,5,Known PepsiCo brand / regional alias missing from proposed mapping.,Peaches & Cream Instant Oatmeal | Lower Sugar Maple & Brown Sugar Instant Oatmeal | Peanut Butter Flavour Hot Oat Cereal with Soy Protein | APPLE & BLUEBERRY FLAVOUR HOT OAT CEREAL,Quaker | Quaker | Quaker | Quaker | QUAKER,append_candidate,direct,
7UP,PepsiCo,market_scoped,beverages,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,7up,France,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,PepsiCo,Other / not mapped to a company | PepsiCo,5,Proposed company mapping is concrete; approve for launch.,7 Up | 7 Up-lemon-lime-330ml-(agora Com -30% De A-portugal | Free | 7up zero azúcar | Seven-up,"7 Up | 7 up | 7 Up | 7 Up, 7up | 7up,PepsiCo",append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
Dr Pepper,The Coca-Cola Company,market_scoped,beverages,BENELUX|FRANCE,BENELUX|FRANCE,dr pepper,Belgium | Australia,layer3_review_decision_20260824,approved_proposed_company_from_layer3_review,approve proposed,The Coca-Cola Company,The Coca-Cola Company,5,Proposed company mapping is concrete; approve for launch.,Dr Pepper | Dr Pepper | Pepper Pack De 6 | Dr pepper | Dr Pepper,Dr Pepper | Dr Pepper | Dr pepper | Dr pepper | Dr Pepper,append_candidate,direct,Corrected before upsert-ready split: known complex/market-scoped or licensed brand; do not mark as plain direct.
st môret,Savencia,direct,dairies,BENELUX|FRANCE,BENELUX|FRANCE,st môret,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Savencia,Manual review / complex ownership,Manual review / complex ownership | Other / not mapped to a company,5,Known Savencia cheese brand.,Saint Moret bio | St Môret nature - format familial | Mousse ciboulette | Apérifrais provençale | St moret mousse,"ST MÔRET, Savencia | St Môret | St Morêt | Savencia, St Môret | Savencia, St moret",append_candidate,direct,
Actimel,Danone,direct,dairies,FRANCE|DACH,FRANCE|DACH,actimel,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Danone,Manual review / complex ownership,Manual review / complex ownership,5,Known Danone brand / brand line missing from proposed company mapping.,"Actimel gout multifruit | Danone Actimel® Classic 14 x 100g | Danone Actimel® VANILLE 6X100G | Actimel Yuzu bombig | Danone Actimel® Drink Natur 12x100g = 1,2kg","Actimel,Danone | ACTIMEL®, Danone | Actimel®, Danone | Actimel, Danone | Actimel®, Danone",append_candidate,direct,
