normalized_brand,primary_brand_db,parent_company,ownership_resolution_status,category_scope,market_scope,region_codes_include,country_or_region,brand_mapping_source,source_note,review_decision,proposed_company_from_review,current_company_from_review,review_product_count,review_note,example_product_names,example_off_brands_raw,candidate_action
nestle,nestle,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE,,Bulgaria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Kit kat chunky | Delightfully Minty Dark Chocolate Thins,"Nestlé | Nestlé, After Eight",append_candidate
nestle,nestle,Manual review / complex ownership,manual_review,snacks,US_CANADA,,Canada,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,KitKat Minis | 70% Dark Cocoa KitKat,Nestlé | Nestlé,append_candidate
nestle carnation,nestle carnation,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,EVAPORATED LOWFAT 2% MILK | Evaporated Milk,Nestle Carnation | Nestle Carnation,append_candidate
nestle health science,nestle health science,Manual review / complex ownership,manual_review,dairies,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Clinutren dessert gourmand saveur vanille | Optifast Cafe 53GR 12 Sobres,"Nestlé Health Science, Nestlé Health Science France | Nestlé Health Science",append_candidate
nestle la laitiere,nestle la laitiere,Manual review / complex ownership,manual_review,dairies,BENELUX|FRANCE,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Le Yaourt à la pêche 100% naturel | Mousse au chocolat La Laitière,Nestlé La Laitière | Nestle La Laitiere,append_candidate
nestle lindahls,nestle lindahls,Manual review / complex ownership,manual_review,dairies,UK_IE,,Ireland,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,KVARG STRACCIATELLA | KVARG White Chocolate Flavour,Nestlé LINDAHLS | Nestlé Lindahl's,append_candidate
nestle nespresso,nestle nespresso,Manual review / complex ownership,manual_review,beverages,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Inizio | Voltesso,nestlé nespresso | NESTLE NESPRESSO,append_candidate
nestle toll house,nestle toll house,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Semi-Sweet Morsels | Dark Chocolate Morsels,Nestlé Toll House | Nestle Toll House,append_candidate
netto,netto,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Eau Gazeuse,"Netto, Saint benoit | Netto",append_candidate
nutella,nutella,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Nutella B-ready | Nutella-Muffin,"Ferrero, Nutella | Ferrero, Nutella",append_candidate
nutella,nutella,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Ferrero Nutella Croissant | Muffin nutella,nutella | Nutella,append_candidate
nutella,nutella,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Biscuits Nutella x3 biscuits fourrés - 41,4g | Nutella biscuits🍪",nutella | Nutella,append_candidate
optimel,optimel,Manual review / complex ownership,manual_review,dairies,FRANCE|BENELUX,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Yoghurt Perzik Passievrucht | Drinkyoghurt limoen,Optimel | Optimel,append_candidate
parmalat,parmalat,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pesca | Plus ananas cocco,"Parmalat, Santal | Parmalat, Santal",append_candidate
paturage des monts du lyonnais,paturage des monts du lyonnais,Les Mousquetaires / Intermarché,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Les Mousquetaires / Intermarché,Other / not mapped to a company,Other / not mapped to a company,2,Pâturages is an Intermarché / Les Mousquetaires private-label dairy line.,crème dessert | crème dessert café,Paturage des Monts du Lyonnais | Paturage des Monts du Lyonnais,append_candidate
paturages,paturages,Les Mousquetaires / Intermarché,direct,dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Les Mousquetaires / Intermarché,Manual review / complex ownership,Manual review / complex ownership,2,Pâturages is an Intermarché / Les Mousquetaires private-label dairy line.,Fromage de Chevre Le Saínte-Maure | le Bleu,Paturages | Páturages,append_candidate
paturages,paturages,Les Mousquetaires / Intermarché,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Les Mousquetaires / Intermarché,Manual review / complex ownership,Manual review / complex ownership,2,Pâturages is an Intermarché / Les Mousquetaires private-label dairy line.,Pâturages beurre gastronomique doux | Pâturages Comté au lait cru en tranches la barquette de 200 g,"Intermarché, Paturages | Pâturages",append_candidate
paturages,paturages,Les Mousquetaires / Intermarché,direct,dairies,US_CANADA,US_CANADA,United States,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Les Mousquetaires / Intermarché,Manual review / complex ownership,Manual review / complex ownership,2,Pâturages is an Intermarché / Les Mousquetaires private-label dairy line.,Crème légère semi épaisse | Ricotta - - 250 g,Pâturages | Pâturages,append_candidate
paturages bio,paturages bio,Les Mousquetaires / Intermarché,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Les Mousquetaires / Intermarché,Other / not mapped to a company,Manual review / complex ownership,2,Pâturages is an Intermarché / Les Mousquetaires private-label dairy line.,Crème dessert au chocolat | Fromage blanc 0% bio 500g,PÂTURAGES BIO | Pâturages Bio,append_candidate
pepperidge farm,pepperidge farm,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,Bolivia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Brussels | Pirouette Chocolate Hazelnut,"Pepperidge Farm,Brussels | Pepperidge Farm",append_candidate
pepperidge farm,pepperidge farm,Manual review / complex ownership,manual_review,snacks,FRANCE|US_CANADA,,Bolivia,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chesapeake Dark Chocolate Pecan | Nantucket Dark Chocolate,"Chesapeake, Pepperidge Farm | Nantucket, Pepperidge Farm",append_candidate
pepsi co,pepsi co,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Mountain Dew Voodew 5 - (2023) | Mtn Dew: Blackberry Citrus - (20 oz),"Pepsi Co | Pepsi co, Mtn Dew",append_candidate
perugina,perugina,Nestlé,direct,snacks,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Nestlé,Other / not mapped to a company,Other / not mapped to a company,2,Known Nestlé brand / brand line missing from proposed company mapping.,Fine milk chocolate | Tablo findente noci e lamponi,Perugina | Perugina,append_candidate
philadelphia,philadelphia,Manual review / complex ownership,manual_review,dairies,DACH|FRANCE|SOUTHERN_EUROPE,,Austria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Frischkäsezubereitung | Philadelphia So leicht,Philadelphia | Philadelphia,append_candidate
philadelphia,philadelphia,Manual review / complex ownership,manual_review,dairies,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Light Philadelphia medium fat soft cheese | Original Philadelphia Full Fat Soft Cheese,"Mondelez intercontinental, Philadelphia | Philadelphia",append_candidate
philadelphia,philadelphia,Manual review / complex ownership,manual_review,dairies,UK_IE|US_CANADA,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Philadelphia cream cheese-soft sweet chili light | Philadelphia mini,Philadelphia | Philadelphia,append_candidate
pop-tarts,pop-tarts,Manual review / complex ownership,manual_review,snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Frosted Strawberry Toaster Pastries | Frosted S'mores,"Pop-Tarts | Pop-Tarts,Kellogg's",append_candidate
power crunch,power crunch,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Protein Genius Bars | Protein snack,Powercrunch | PowerCrunch,append_candidate
powerade,powerade,Manual review / complex ownership,manual_review,beverages,FRANCE|DACH|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Citrus | Powerade Orange,Powerade | Powerade,append_candidate
powerade,powerade,Manual review / complex ownership,manual_review,beverages,FRANCE|US_CANADA,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Fruit Punch | Powerade Mountain Berry Blast,Powerade | Powerade,append_candidate
powerade,powerade,Manual review / complex ownership,manual_review,beverages,US_CANADA|FRANCE,,Canada,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Fruit Punch Flavour Sports Drink | Melon-Pineapple Flavour Sports Drink,Powerade | Powerade,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Klassische Paprika | Salt & Vinegar,"Pringles | Pringles, Procter & Gamble",append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pringles paprika | Pringles original,Pringles | Pringles,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,DACH|BENELUX|FRANCE|SOUTHERN_EUROPE|UK_IE,,Austria,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pringles sour cream & onion | Pringles Original,Pringles | Pringles,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,DACH|US_CANADA,,Germany,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Scorchin' Cheddar | Pringles,Pringles | Pringles,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pringles SCO Sour Cream & Onion 130 | Pringles Sour Cream & Onion,"Belvoir Fruit Farms, Pringles | Kellanova,Pringles",append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Sour Cream & Onion | Mystery flavour Super Mario,Pringles | Pringles,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Hot Kickin' Sour Cream Flavour | Pringles Hot Smokin’ BBQ Ribs Flavour,Pringles | Pringles,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,NORDICS|UK_IE,,Norway,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Sizzlin Spicy Spicy Chorizo Flavour | Sizzln medium sweet chilli flavour,Pringles | Pringles,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,US_CANADA,,Mexico,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,"Potato crisps, original | Sour Cream & Onion",Pringles | Pringles,append_candidate
pringles,pringles,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Other / not mapped to a company,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,pringles | Pringle bbq,"individual. single snack packs, Pringles | Pringle, Pringles",append_candidate
président,président,Lactalis,direct,dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,BENELUX|FRANCE|SOUTHERN_EUROPE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Manual review / complex ownership,2,Known Lactalis brand.,La motte de beurre aux cristaux de sel.as | Beurre tendre demi-sel,Président | Président,append_candidate
président,président,Lactalis,direct,dairies,FRANCE|DACH,FRANCE|DACH,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Other / not mapped to a company,2,Known Lactalis brand.,La Motte Beurre doux pasteurisé 82 % de mat. gr. eurre doux pasteurisé 82 % de mat. gr. | Petits chèvres basilic,"Lactalis, Président | Lactalis, Président",append_candidate
président,président,Lactalis,direct,dairies,FRANCE|SOUTHERN_EUROPE,FRANCE|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Lactalis,Manual review / complex ownership,Other / not mapped to a company,2,Known Lactalis brand.,Beurrier saveur gastronomique doux | Crema al queso de cabra para untar,"Lactalis, Président | Lactalis,President",append_candidate
puck,puck,Manual review / complex ownership,manual_review,dairies,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Feta Style Cheese | Creamy Cheese Spread,Puck | Puck,append_candidate
pukka,pukka,Manual review / complex ownership,manual_review,beverages,BENELUX|FRANCE|DACH,,Belgium,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Pukka Relax | Night Time | Infusion Nuit Paisible,Pukka | Pukka,append_candidate
pukka,pukka,Manual review / complex ownership,manual_review,beverages,DACH|UK_IE,,Germany,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Vanilla Chai | Herbal tea,pukka | Pukka,append_candidate
pukka,pukka,Manual review / complex ownership,manual_review,beverages,FRANCE|SOUTHERN_EUROPE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Cleanse | Thé vert matcha forme,Pukka | Pukka,append_candidate
pukka,pukka,Manual review / complex ownership,manual_review,beverages,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Supreme Matcha Green | Night Time Berry Tea,Pukka | Pukka,append_candidate
quaker,quaker,PepsiCo,direct,cereals,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,BENELUX|FRANCE|SOUTHERN_EUROPE|DACH,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,2,Known PepsiCo brand / regional alias missing from proposed mapping.,Muesli Croustillant Noix de pécan & noix du Brésil | Cruesli Chocolat noir,Quaker | Quaker,append_candidate
quaker,quaker,PepsiCo,direct,cereals,FRANCE,FRANCE,Brazil,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,2,Known PepsiCo brand / regional alias missing from proposed mapping.,Aveia Em Flocos Finos Quaker 200G | Aveia Flocos Regulares Quaker 200G,Quaker | Quaker,append_candidate
quaker,quaker,PepsiCo,direct,cereals,FRANCE|BENELUX,FRANCE|BENELUX,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,2,Known PepsiCo brand / regional alias missing from proposed mapping.,Cruesli Multifruit | Flocons d’avoine,Quaker | QUAKER,append_candidate
quaker,quaker,PepsiCo,direct,cereals,FRANCE|DACH|SOUTHERN_EUROPE,FRANCE|DACH|SOUTHERN_EUROPE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,2,Known PepsiCo brand / regional alias missing from proposed mapping.,Flocons d'avoine | Cruesli Fruta,Quaker | Quaker,append_candidate
quaker,quaker,PepsiCo,direct,cereals,FRANCE|US_CANADA,FRANCE|US_CANADA,Bolivia,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,2,Known PepsiCo brand / regional alias missing from proposed mapping.,Quaker Instant Oatmeal Original | Real Medleys Apple Walnut,"Quaker | Quaker, Real Medleys",append_candidate
quaker,quaker,PepsiCo,direct,cereals,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,2,Known PepsiCo brand / regional alias missing from proposed mapping.,Porridge Oats | PORRIDGE OATS,Quaker | QUAKER,append_candidate
quaker,quaker,PepsiCo,direct,cereals,SOUTHERN_EUROPE|US_CANADA,SOUTHERN_EUROPE|US_CANADA,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,2,Known PepsiCo brand / regional alias missing from proposed mapping.,QUAKER OATS QUICK 1-MINUTE OATS | Banana Nut Flavor Instant Oatmeal,QUAKER | Quaker,append_candidate
quaker,quaker,PepsiCo,direct,snacks,BENELUX|FRANCE,BENELUX|FRANCE,Belgium,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to PepsiCo,Manual review / complex ownership,Manual review / complex ownership,2,Known PepsiCo brand / regional alias missing from proposed mapping.,Barres Framboise & Grenade | Havermout barres,Quaker | Quaker,append_candidate
quaker chewy,quaker chewy,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chocolate Chip Granola Bars | Peanut Butter Chocolate Chip Granola Bars,Quaker Chewy | Quaker Chewy,append_candidate
rainbow,rainbow,Manual review / complex ownership,manual_review,snacks,FRANCE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Chocolat noir 80% | Bonbons tendres drageifies mentos,Rainbow | RAINBOW,append_candidate
rainbow,rainbow,Manual review / complex ownership,manual_review,snacks,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Uncle Bob's Gourmet Popping Corn | Cotton Candy,Rainbow | Rainbow,append_candidate
ritz bakery,ritz bakery,Manual review / complex ownership,manual_review,snacks,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Other / not mapped to a company,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,the ORIGINAL CRACKER | The Original Cracker,RITZ BAKERY | Ritz Bakery,append_candidate
russell stover,russell stover,Manual review / complex ownership,manual_review,snacks,US_CANADA|FRANCE,,Canada,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,No Sugar Added Almond Milk Chocolate | Caramel No Sugar Added Milk Chocolate,Russell Stover | Russell Stover,append_candidate
rxbar,rxbar,Manual review / complex ownership,manual_review,cereals,US_CANADA,,United States,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Protein granola | Protein Granola,Rxbar | Rxbar,append_candidate
sainsburys,sainsburys,Sainsbury's,direct,beverages,SOUTHERN_EUROPE|UK_IE,SOUTHERN_EUROPE|UK_IE,Spain,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,2,Obvious Sainsbury’s retailer/private-label brand line.,Orange juice | Orange squash,Sainsbury's | Sainsbury's,append_candidate
sainsburys,sainsburys,Sainsbury's,direct,dairies,DACH|UK_IE,DACH|UK_IE,Germany,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,2,Obvious Sainsbury’s retailer/private-label brand line.,Madagascan Vanilla Yogurt | 10 Mature British Cheddar Slices,"Sainsbury's, Taste The Difference | Sainsbury's",append_candidate
sainsburys,sainsburys,Sainsbury's,direct,dairies,FRANCE,FRANCE,France,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,2,Obvious Sainsbury’s retailer/private-label brand line.,whole milk | Pavé d'affinois,Sainsbury's | Sainsbury's,append_candidate
sainsburys,sainsburys,Sainsbury's,direct,dairies,UK_IE|US_CANADA,UK_IE|US_CANADA,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Manual review / complex ownership,Manual review / complex ownership,2,Obvious Sainsbury’s retailer/private-label brand line.,West Country farmhouse cheddar | Semi skimmed british milk,Sainsbury's | Sainsbury’s,append_candidate
sainsburys basics,sainsburys basics,Sainsbury's,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,2,Obvious Sainsbury’s retailer/private-label brand line.,French camembert | Grated Mozzarella,Sainsbury's basics | Sainsburys basics,append_candidate
sainsburys little ones,sainsburys little ones,Sainsbury's,direct,snacks,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,2,Obvious Sainsbury’s retailer/private-label brand line.,Organic Strawberry & Apple Oaty Bars | Organic bana oaty bars,Sainsbury’s Little Ones | Sainsbury's little ones,append_candidate
sainsburys organic,sainsburys organic,Sainsbury's,direct,dairies,UK_IE,UK_IE,United Kingdom,layer3_review_decision_20260824,explicit_company_mapping_from_layer3_review,map to Sainsbury's,Other / not mapped to a company,Manual review / complex ownership,2,Obvious Sainsbury’s retailer/private-label brand line.,full fat milk | Vintage Cheddar,Sainsbury’s Organic | Sainsbury's Organic,append_candidate
saint agur,saint agur,Manual review / complex ownership,manual_review,dairies,FRANCE|UK_IE,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Blue | Blue Crème,Saint Agur | Saint Agur,append_candidate
saint agur,saint agur,Manual review / complex ownership,manual_review,dairies,UK_IE,,United Kingdom,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Saint Agur | Saint Agur Mini Bites with Blue Cheese,"Marks & Spencer,Saint Agur,Savencia | Saint Agur,Savencia",append_candidate
saveurs de nos regions,saveurs de nos regions,Manual review / complex ownership,manual_review,dairies,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Munster AOP 200g | Müsliriegel,Saveurs de nos regions | saveurs de nos régions,append_candidate
saveurs de nos regions,saveurs de nos regions,Manual review / complex ownership,manual_review,snacks,FRANCE|DACH,,France,layer3_review_decision_20260824,manual_review_from_layer3_review,manual review,Manual review / complex ownership,Manual review / complex ownership,2,Complex ownership/private-label/brand-line case; do not force automatic mapping before launch.,Biscuit Roses de Reims | Fines Crêpes dentelle de Bretagne,"Saveurs de nos Régions | Saveurs de nos Régions, Norma",append_candidate
