review_rank,review_priority_bucket,review_priority_reason,review_suggestion,reviewer_decision,reviewer_note,barcode,product_name,brand,company,region,category,image_url,nutrition_quality_status,nutrition_quality_reason,energy_kcal_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,energy_kcal_macro_diff_pct_abs,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts,scenario_c2_reinclude,scenario_c2_rule,scenario_c2_proposed_treatment,scenario_c2_review_status,scenario_c2_rationale
4506,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,730662,"Lemon, Ginger & Ginseng Infusion",marks & spencer,Marks & Spencer,FRANCE|UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/073/0662/front_fr.17.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4507,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,730693,Infusion,marks & spencer,Marks & Spencer,FRANCE|UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/000/073/0693/front_fr.6.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4508,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5063270105818,Thé noir Citron,lipton,LIPTON Teas and Infusions,FRANCE|UK_IE,beverages,https://images.openfoodfacts.org/images/products/506/327/010/5818/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4510,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,87000000131,Blended Canadian Whisky 40%,crown royal,,FRANCE|UK_IE,beverages,https://images.openfoodfacts.org/images/products/008/700/000/0131/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,97.0,0.0,97.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,plausible_alcohol_formula_exception_energy_le100,include_in_market_overview_calculations_and_charts,pending_julia_review,Alcohol/fermented beverage name pattern with plausible energy <=100 kcal/100g; macro formula does not capture alcohol energy.
4515,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8720608036677,Original PG Tips,pg tips,,FRANCE|UK_IE,beverages,https://images.openfoodfacts.org/images/products/872/060/803/6677/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,8.5,-4.5,-1.125,1.125,0.5,0.5,0.5,0.5,0.1,0.0,0.01,12.5,12.5,12.5,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4516,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8717700002402,Free,7 up,,FRANCE|UK_IE|SOUTHERN_EUROPE,beverages,https://images.openfoodfacts.org/images/products/871/770/000/2402/front_fr.16.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.05,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4517,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5060770730281,Kombucha Mixed berry,nexba,,FRANCE|UK_IE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/506/077/073/0281/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4518,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,853311003679,"Meyer lemon live probiotics apple cider vinegar tonic, meyer lemon",unknown,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/085/331/100/3679/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,10.0,8.32,1.6799999999999995,0.1679999999999999,0.1679999999999999,0.0,2.08,0.0,1.67,,,0.015,0.0,20.8,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10;plausible_alcohol_formula_exception_energy_le100,include_in_market_overview_calculations_and_charts,pending_julia_review,Alcohol/fermented beverage name pattern with plausible energy <=100 kcal/100g; macro formula does not capture alcohol energy.
4519,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5902781000062,Fruit tea,unknown,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/590/278/100/0062/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,1.6,0.3999999999999999,0.1999999999999999,0.1999999999999999,0.0,0.4,0.0,0.2,0.0,,0.0,0.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4520,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,52000042344,Gatorade Zero,gatorade,PepsiCo,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/005/200/004/2344/front_en.44.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.8178380419407,2.25427043355256,0.5635676083881398,0.1999999999999999,0.1999999999999999,0.0,0.56356760838814,0.0,,,,0.267694613984367,0.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4521,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,856579002071,Raspberry Lime Sparkling Water,spindrift,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/085/657/900/2071/front_en.46.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.40845,1.12676,0.28169,0.2,0.2,0.0,0.28169,0.0,0.28169,0.0,1.43333333333333,0.0,0.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4522,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8717853491559,Le silence vous entoure - pomme citron,unknown,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/871/785/349/1559/front_en.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,1.2000000000000002,-0.2000000000000001,-0.2000000000000001,0.2000000000000001,0.1,0.2,0.0,0.0,0.0,,0.0,10.0,20.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4523,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,6221048700705,Yellow Label Tea,lipton,LIPTON Teas and Infusions,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/622/104/870/0705/front_en.48.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,2.64,-0.6400000000000001,-0.32,0.32,0.16,0.5,0.0,0.5,0.0,,0.0,8.0,25.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4524,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,70847017707,Monster Energy Zero Ultra,monster,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/007/084/701/7707/front_en.31.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,15.0,8.0,7.0,0.4666666666666667,0.4666666666666667,0.0,2.0,0.0,,,,0.44975,0.0,13.333333333333334,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4525,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,813694023428,"Kula Watermelon Antioxidant Beverage, Kula Watermelon",bai,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/081/369/402/3428/front_en.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.88679245283019,0.754716981132076,1.132075471698114,0.6,0.6,0.0,0.188679245283019,0.0,0.187811320754717,0.0,,0.0660377358490565,0.0,10.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4526,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,76183003145,Peach Tea,snapple,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/007/618/300/3145/front_en.38.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.11416490486258,0.845665961945032,1.2684989429175482,0.6000000000000001,0.6000000000000001,0.0,0.211416490486258,0.0,,,,0.0079249471458773,0.0,10.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4527,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,1213405,Diet Mountain Dew,mountain dew,PepsiCo,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/000/000/121/3405/front_en.66.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.69070282516442,0.338140565032884,1.352562260131536,0.8,0.8,0.0,0.084535141258221,0.0,0.084535141258221,,,0.0359274350347439,0.0,5.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4528,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,11707,Unsweet Tea,allsup's,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/000/000/001/1707/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.20833333333333,0.0,0.20833333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4529,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5449000252920,cokezero,coca-cola,Coca-Cola,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/544/900/025/2920/front_en.35.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.303030303030303,0.0,0.303030303030303,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009090909090909,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4530,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,16571910310,Orange Mango Flavored Sparkling Water,sparkling ice,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/001/657/191/0310/front_en.24.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.994431185361973,0.0,0.994431185361973,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4531,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,43000028865,Crystal Light Drink Mix,crystal light,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/004/300/002/8865/front_en.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4532,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,610764181183,Black cherry vanilla energy drink,unknown,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/061/076/418/1183/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4533,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3042061410197,Drainage et élimination,la tisaniere,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/304/206/141/0197/front_fr.39.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4534,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,9120128134997,Thé glacé citron,unknown,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/912/012/813/4997/front_fr.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4535,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4060800171092,"7up, free, soft drink, mojito",7up,,FRANCE|US_CANADA,beverages,,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4536,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,76183643570,peach tea,snapple,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/007/618/364/3570/front_en.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,7.5e-06,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4537,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3700616457157,"Lov organic, almond rooibos herbal tea",lov organic,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/370/061/645/7157/front_fr.13.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,4.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4538,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,43000950197,Pink lemonade drink mix,crystal light,,FRANCE|US_CANADA,beverages,https://images.openfoodfacts.org/images/products/004/300/095/0197/front_en.16.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,5.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4545,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8435185953711,DR. Pepper Zero,dr. pepper,,NORDICS|FRANCE,beverages,https://images.openfoodfacts.org/images/products/843/518/595/3711/front_fr.34.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.8,0.4,0.4,0.5,0.5,0.0,0.1,0.0,0.0,0.0,,0.01,0.0,12.5,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4546,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,6413600018292,Jaffa Pineapple Sugar Free,hartwall,,NORDICS|FRANCE,beverages,https://images.openfoodfacts.org/images/products/641/360/001/8292/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.4,0.6,0.6,0.6,0.0,0.1,0.0,0.1,0.0,0.0,0.02,0.0,10.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4547,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,6413600016014,Jaffa sokeriton hartwall,jaffa,,NORDICS|FRANCE,beverages,https://images.openfoodfacts.org/images/products/641/360/001/6014/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.0,0.8,1.2,0.6,0.6,0.0,0.2,0.0,0.2,0.0,,0.02,0.0,10.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4548,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5741000119020,Pepsi Max,pepsi,PepsiCo,NORDICS|FRANCE,beverages,https://images.openfoodfacts.org/images/products/574/100/011/9020/front_en.34.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4549,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,6430056289724,Celsius Explosion Fruitée,celsius,,NORDICS|FRANCE,beverages,https://images.openfoodfacts.org/images/products/643/005/628/9724/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.845070422535211,0.0,0.845070422535211,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4550,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,8690105000900,Caykur Green Tea,caykur,,NORDICS|FRANCE,beverages,https://images.openfoodfacts.org/images/products/869/010/500/0900/front_en.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4551,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,6430056289731,35.5CL CELSIUS PEACH VIB,celsius live fit,,NORDICS|FRANCE,beverages,https://images.openfoodfacts.org/images/products/643/005/628/9731/front_en.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,2.95775,0.0,2.95775,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4554,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5060895740721,"Reign Orange Dreamsicle, energidrikk",reign total body fuel,,NORDICS|UK_IE,beverages,https://images.openfoodfacts.org/images/products/506/089/574/0721/front_en.17.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,3.0,3.6,-0.5999999999999996,-0.1999999999999998,0.1999999999999998,0.2,0.7,0.0,0.0,0.0,,0.11,6.666666666666667,23.33333333333333,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
4555,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,90490620,Telemark med kullsyre (smak av sitron),bonaqua,,NORDICS|UK_IE,beverages,https://images.openfoodfacts.org/images/products/000/009/049/0620/front_nb.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True,False,False,True,beverage_energy_le60_abs_gap_le10,include_in_market_overview_calculations_and_charts,pending_julia_review,Low/normal-energy beverage with energy <=60 kcal/100g and absolute kcal gap <=10; percentage-only macro consistency is too sensitive here.
