review_rank,review_priority_bucket,review_priority_reason,review_suggestion,reviewer_decision,reviewer_note,barcode,product_name,brand,company,region,category,image_url,nutrition_quality_status,nutrition_quality_reason,energy_kcal_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,energy_kcal_macro_diff_pct_abs,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts,scenario_c_proposed_treatment,scenario_c_review_status,scenario_c_rationale
3987,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5000112548389,Coca - Cola light taste koffeinfrei,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/500/011/254/8389/front_de.20.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3988,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5000112552157,Coca-Cola Zero,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/500/011/255/2157/front_de.30.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3989,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5449000017895,"Coca-Cola light Coca-Cola light Mehrweg Pet 1L X1 1 l (1,29 € / 1 l) zzgl. Pfand 0,15 €",coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/544/900/001/7895/front_de.46.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3990,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5449000138514,Coca Cola Zero 6 pack,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/544/900/013/8514/front_nl.29.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3991,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,7617500192307,Cola zero,m-budget,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/761/750/019/2307/front_fr.11.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3992,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,90357879,Coca-Cola Zero / Đen,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/000/009/035/7879/front_de.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3993,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,90377846,Cocacola Light,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/000/009/037/7846/front_fr.14.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.2,0.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3994,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,54490604,Cocacola mini light,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/000/005/449/0604/front_fr.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.25,0.0,0.25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3995,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5000112557671,Light Can,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/500/011/255/7671/front_it.40.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.3,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3996,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5000112609516,Coca-Cola Zero,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/500/011/260/9516/front_fr.42.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.3,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3997,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5000112639391,cherry zero,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/500/011/263/9391/front_de.17.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.3,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3998,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5000112639407,Coca-Cola Cherry zero,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/500/011/263/9407/front_fr.23.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.3,0.0,0.3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
3999,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5000112639438,,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/500/011/263/9438/front_de.43.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.3,0.0,0.3,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4000,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,7610335000502,Valser Prickelnd Zitrone,valser,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/761/033/500/0502/front_de.25.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.52,0.0,0.52,1.0,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4001,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5900497300339,Pepsi 330ML Max Soft Drink,pepsi,PepsiCo,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/590/049/730/0339/front_fr.5.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,0.606060606060606,0.0,0.606060606060606,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0121212121212121,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4002,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,20920166,Café Qualité filtre,bellarom,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/000/002/092/0166/front_fr.65.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4003,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3042061410319,Kamillentee 2 Packungen,la tisaniere,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/304/206/141/0319/front_fr.31.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4004,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3042062209134,Tisane après repas,la tisaniere,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/304/206/220/9134/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4005,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3057640503283,"Volvic essence Apfel-Zitrone-Ingwer 0,75L",volvic,Danone,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/305/764/050/3283/front_de.24.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00745,0.01,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4006,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3057640503863,"Volvic essence Grapefruit-Zitrone-Rosmarin 0,75L",volvic,Danone,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/305/764/050/3863/front_de.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0054,0.01,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4007,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3124480001429,Schweppes Zero INDIAN TONIC,schweppes,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/312/448/000/1429/front_fr.45.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4008,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,3435230050018,Eau minérale naturelle des Pyrénées ariégeoises,montcalm,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/343/523/005/0018/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00055,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4009,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4017943110518,LAND PARK BIO-QUELLE LEMON,land park bio-quelle,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/401/794/311/0518/front_de.29.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4010,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4018715002291,Sinalco Zero,sinalco,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/401/871/500/2291/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4011,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4046815002927,Hornberger Lebensquell Medium,unknown,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/404/681/500/2927/front_fr.4.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4012,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4062139007158,Green tea Zero,lipton,LIPTON Teas and Infusions,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/406/213/900/7158/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4013,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,42369097,Cola zero,freeway,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/000/004/236/9097/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4014,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4260287182363,Boisson,nocco,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/426/028/718/2363/front_en.8.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4015,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,4388440096989,"Zitronen Limonade 0% Zucker, Zitrone",penny,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/438/844/009/6989/front_en.14.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.07,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4016,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5011546498393,DOLCE GUSTO espresso,dolce gusto,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/501/154/649/8393/front_fr.135.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4017,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5449000216977,Nestea Peach Zero,nestle,Nestlé,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/544/900/021/6977/front_fr.12.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.04,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4018,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5449000227195,Coca-Cola Lemon saveur citron,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/544/900/022/7195/front_fr.44.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4019,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5449000236715,Fuse Tea Black Ice Tea White Peach 500ML,fuze tea,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/544/900/023/6715/front_ro.7.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4020,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5449000241764,Coca zéro lemon,coca-cola,Coca-Cola,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/544/900/024/1764/front_de.47.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4021,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,5900956003627,Malina z dziką różą | HERBACIANY OGRÓD,unknown,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/590/095/600/3627/front_fr.3.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4022,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,7290002793397,Sirup - Cola light Geschmack,sodastream,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/729/000/279/3397/front_de.21.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4023,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,7290012693236,Sirup - Cola Sugar Free,sodastream,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/729/001/269/3236/front_de.63.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.01,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4024,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,7290113762541,Lipton Pfirsich Sirup,sodastream,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/729/011/376/2541/front_en.23.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
4025,beverage_energy_not_captured_by_macros,"Beverage has reported energy but near-zero macro energy; alcohol, acids, or labeling conventions may explain the gap.",candidate_for_rule_review,,,7290113762701,Rote Beeren Sirup,sodastream,,FRANCE|DACH,beverages,https://images.openfoodfacts.org/images/products/729/011/376/2701/front_de.27.400.jpg,energy_macro_inconsistency,energy_macro_difference_15pct_or_more,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.05,0.0,0.0,0.0,True,False,False,include_in_market_overview_calculations_and_charts,pending_julia_review,"Beverage energy can be affected by alcohol, fermentation, acids, sweeteners, or low-kcal rounding; the simple macro formula is not reliable enough as a standalone exclusion rule."
